operon_seral_number	operon_start_site	operon_end_site	operon_direction	AS_transcript_start	AS_transcript_end	AS_transcript_direction	number_of_cluster_tss_of_AS	AS_3end_information	AS_length
operon_1572	2869648	2870354	-	2869866	2870328	+	1	end_in_gene	463
operon_1573	2870546	2876989	-	2870776	2871143	+	1	end_in_gene	368
operon_1576	2878561	2880186	-	2877877	2878295	+	1	end_in_gene	419
operon_1576	2878561	2880186	-	2880030	2880186	+	2	end_coding_next_gene	157
operon_1577	2880040	2881406	+	2880040	2880186	-	1	end_coding_next_gene	147
operon_1578	2881416	2882290	+	2881399	2882065	-	1	end_as_asRNA_for_next_operon	667
operon_1579	2882300	2884431	+	2883103	2883377	-	1	end_in_gene	275
operon_1580	2884441	2889794	+	2884446	2884729	-	1	end_in_gene	284
operon_1580	2884441	2889794	+	2884758	2885034	-	1	end_in_gene	277
operon_1580	2884441	2889794	+	2885037	2885317	-	1	end_in_gene	281
operon_1580	2884441	2889794	+	2886240	2886572	-	1	end_in_gene	333
operon_1580	2884441	2889794	+	2889355	2889792	-	1	end_in_gene	438
operon_1585	2894921	2897013	-	2894522	2895019	+	1	end_in_gene	498
operon_1586	2897023	2897837	-	2897031	2897399	+	1	end_in_gene	369
operon_1587	2897031	2898806	+	2897298	2897837	-	1	end_in_gene	540
operon_1587	2897031	2898806	+	2898448	2898787	-	1	end_in_gene	340
operon_1589	2900240	2900660	-	2898816	2899634	+	1	end_in_gene	819
operon_1591	2902527	2903541	-	2900928	2901411	+	2	end_in_gene	484
operon_1590	2900928	2902509	+	2901352	2901779	-	1	end_in_gene	428
operon_1591	2902527	2903541	-	2902686	2903031	+	1	end_in_gene	346
operon_1595	2907760	2910222	-	2906872	2907783	+	1	end_in_gene	912
operon_1594	2906872	2907816	+	2907485	2907767	-	1	end_in_gene	283
operon_1595	2907760	2910222	-	2909962	2910132	+	1	end_in_gene	171
operon_1597	2910944	2915783	-	2911269	2911656	+	1	end_in_gene	388
operon_1597	2910944	2915783	-	2911739	2912062	+	1	end_in_gene	324
operon_1597	2910944	2915783	-	2912114	2912472	+	1	end_in_gene	359
operon_1597	2910944	2915783	-	2913279	2913724	+	2	end_in_gene	446
operon_1597	2910944	2915783	-	2914445	2914823	+	1	end_in_gene	379
operon_1599	2916335	2917812	+	2917273	2917596	-	1	end_in_gene	324
operon_1600	2917822	2923199	+	2919142	2919610	-	1	end_in_gene	469
operon_1601	2923202	2925425	-	2921558	2921738	+	1	end_in_gene	181
operon_1601	2923202	2925425	-	2922991	2923366	+	1	end_in_gene	376
operon_1604	2928152	2930070	+	2929615	2930059	-	2	end_in_gene	445
operon_1606	2930804	2931603	-	2930080	2930573	+	1	end_in_gene	494
operon_1608	2933732	2934953	+	2933732	2934096	-	1	end_coding_next_gene	365
operon_1609	2934963	2936810	+	2935658	2936191	-	3	end_in_gene	534
operon_1610	2936808	2943316	-	2937933	2938195	+	1	end_in_gene	263
operon_1610	2936808	2943316	-	2939681	2939977	+	1	end_in_gene	297
operon_1612	2943623	2944995	-	2944002	2944156	+	1	end_in_gene	155
operon_1614	2945850	2946327	-	2945340	2945817	+	1	end_in_gene	478
operon_1619	2950506	2953041	-	2951593	2951875	+	1	end_in_gene	283
operon_1619	2950506	2953041	-	2952099	2952357	+	1	end_in_gene	259
operon_1619	2950506	2953041	-	2952400	2952452	+	1	end_in_gene	53
operon_1620	2953407	2954763	-	2954443	2954737	+	1	end_in_gene	295
operon_1622	2955529	2958909	+	2955154	2955562	-	1	end_as_asRNA_for_next_operon	409
operon_1623	2958890	2959261	-	2957350	2958148	+	1	end_in_gene	799
operon_1623	2958890	2959261	-	2958742	2959066	+	1	end_in_gene	325
operon_1626	2962480	2962956	+	2962480	2962513	-	1	end_coding_next_gene	34
operon_1631	2968852	2969634	-	2966095	2966481	+	1	end_in_gene	387
operon_1631	2968852	2969634	-	2966543	2966928	+	1	end_in_gene	386
operon_1630	2965904	2968533	+	2967871	2968295	-	1	end_in_gene	425
operon_1631	2968852	2969634	-	2968632	2968988	+	2	end_in_gene	357
operon_1631	2968852	2969634	-	2969450	2969847	+	1	end_as_asRNA_for_next_operon	398
operon_1632	2969763	2973483	+	2970039	2970290	-	1	end_in_gene	252
operon_1632	2969763	2973483	+	2971134	2971495	-	1	end_in_gene	362
operon_1633	2973441	2975909	-	2971867	2972590	+	2	end_in_gene	724
operon_1633	2973441	2975909	-	2972719	2972869	+	1	end_in_gene	151
operon_1632	2969763	2973483	+	2972782	2973108	-	1	end_in_gene	327
operon_1634	2975919	2979330	-	2977594	2977646	+	1	end_in_gene	53
operon_1634	2975919	2979330	-	2977814	2978105	+	1	end_in_gene	292
operon_1634	2975919	2979330	-	2978551	2979105	+	1	end_in_gene	555
operon_1635	2979340	2980861	-	2980043	2980413	+	1	end_in_gene	371
operon_1635	2979340	2980861	-	2980545	2980815	+	1	end_in_gene	271
operon_1636	2980871	2981586	-	2980921	2981261	+	1	end_in_gene	341
operon_1638	2981865	2982565	+	2981587	2982098	-	2	end_as_asRNA_for_next_operon	512
operon_1639	2982575	2984704	+	2982760	2983089	-	1	end_in_gene	330
operon_1641	2985773	2986850	-	2986849	2986850	+	1	end_coding_next_gene	2
operon_1643	2987710	2990706	+	2989331	2989745	-	1	end_in_gene	415
operon_1643	2987710	2990706	+	2989950	2990377	-	1	end_in_gene	428
operon_1645	2991136	2992642	-	2990716	2991137	+	1	end_in_gene	422
operon_1646	2992652	2995074	-	2993867	2994221	+	1	end_in_gene	355
operon_1651	3003289	3005773	-	3000133	3000590	+	2	end_in_gene	458
operon_1652	3005783	3009221	-	3009094	3010032	+	1	end_as_asRNA_for_next_operon	939
operon_1653	3009267	3010697	+	3009342	3009768	-	2	end_in_gene	427
operon_1654	3010706	3011833	-	3009664	3010028	+	1	end_in_gene	365
operon_1656	3012642	3013890	-	3011926	3012202	+	1	end_in_gene	277
operon_1656	3012642	3013890	-	3012677	3013098	+	1	end_in_gene	422
operon_1661	3015873	3016745	-	3015213	3015641	+	2	end_in_gene	429
operon_1663	3017716	3019814	+	3018330	3018875	-	1	end_in_gene	546
operon_1663	3017716	3019814	+	3019430	3019768	-	1	end_in_gene	339
operon_1664	3019906	3020209	-	3019842	3020190	+	1	end_in_gene	349
operon_1665	3020219	3020467	-	3020309	3020467	+	1	end_coding_next_gene	159
operon_1666	3020309	3021548	+	3020935	3021180	-	1	end_in_gene	246
operon_1667	3021567	3021797	-	3021173	3021455	+	1	end_in_gene	283
operon_1667	3021567	3021797	-	3021519	3021797	+	1	end_coding_next_gene	279
operon_1670	3023560	3024270	+	3023758	3024073	-	1	end_in_gene	316
operon_1671	3024277	3026344	-	3025442	3025896	+	1	end_in_gene	455
operon_1672	3025442	3027908	+	3025791	3026344	-	2	end_in_gene	554
operon_1671	3024277	3026344	-	3026254	3026344	+	1	end_coding_next_gene	91
operon_1672	3025442	3027908	+	3027248	3027645	-	1	end_in_gene	398
operon_1673	3027918	3029867	+	3028163	3028244	-	1	end_in_gene	82
operon_1673	3027918	3029867	+	3028383	3028790	-	1	end_in_gene	408
operon_1674	3029878	3030929	-	3028605	3029086	+	1	end_in_gene	482
operon_1674	3029878	3030929	-	3029182	3029664	+	1	end_in_gene	483
operon_1677	3032518	3034720	-	3031798	3032426	+	1	end_in_gene	629
operon_1677	3032518	3034720	-	3033237	3033455	+	1	end_in_gene	219
operon_1677	3032518	3034720	-	3033469	3033663	+	1	end_in_gene	195
operon_1679	3036122	3037330	-	3034740	3035192	+	1	end_in_gene	453
operon_1678	3034740	3036131	+	3035352	3035539	-	1	end_in_gene	188
operon_1679	3036122	3037330	-	3035556	3036094	+	2	end_in_gene	539
operon_1680	3037340	3039830	-	3037450	3037794	+	1	end_in_gene	345
operon_1680	3037340	3039830	-	3038399	3038690	+	1	end_in_gene	292
operon_1686	3047695	3051528	-	3049903	3050200	+	1	end_in_gene	298
operon_1691	3055511	3058124	-	3053243	3053842	+	1	end_in_gene	600
operon_1691	3055511	3058124	-	3053853	3053980	+	1	end_in_gene	128
operon_1691	3055511	3058124	-	3055166	3055633	+	1	end_in_gene	468
operon_1691	3055511	3058124	-	3056029	3056501	+	1	end_in_gene	473
operon_1695	3059805	3062516	-	3059272	3059814	+	1	end_in_gene	543
operon_1695	3059805	3062516	-	3061434	3061808	+	1	end_in_gene	375
operon_1695	3059805	3062516	-	3062464	3062516	+	1	end_coding_next_gene	53
operon_1696	3062464	3064515	+	3062888	3063209	-	1	end_in_gene	322
operon_1696	3062464	3064515	+	3063865	3064297	-	1	end_in_gene	433
operon_1703	3075393	3076457	-	3074646	3074698	+	1	end_in_gene	53
operon_1703	3075393	3076457	-	3074926	3075290	+	1	end_in_gene	365
operon_1705	3078617	3079702	-	3079375	3079427	+	1	end_in_gene	53
operon_1705	3078617	3079702	-	3079675	3080072	+	1	end_as_asRNA_for_next_operon	398
operon_1707	3080530	3082353	-	3081656	3082059	+	2	end_in_gene	404
operon_1707	3080530	3082353	-	3082231	3082788	+	1	end_as_asRNA_for_next_operon	558
operon_1708	3082363	3082766	-	3082531	3082764	+	1	end_in_gene	234
operon_1710	3083390	3086193	-	3085508	3085563	+	1	end_in_gene	56
operon_1713	3087955	3089049	-	3087424	3087973	+	1	end_in_gene	550
operon_1717	3095138	3096959	+	3095138	3095313	-	1	end_coding_next_gene	176
operon_1717	3095138	3096959	+	3095740	3096044	-	1	end_in_gene	305
operon_1719	3097665	3102172	-	3096969	3097480	+	1	end_in_gene	512
operon_1720	3102182	3103357	-	3102337	3102573	+	1	end_in_gene	237
operon_1721	3103367	3104924	-	3104520	3104891	+	1	end_in_gene	372
operon_1722	3104966	3107676	-	3106333	3106669	+	1	end_in_gene	337
operon_1724	3110085	3110749	-	3107793	3108188	+	1	end_in_gene	396
operon_1724	3110085	3110749	-	3108425	3109063	+	1	end_in_gene	639
operon_1724	3110085	3110749	-	3109645	3109954	+	1	end_in_gene	310
operon_1726	3111832	3112465	+	3111832	3112006	-	2	end_coding_next_gene	175
operon_1727	3112309	3113104	-	3112024	3112483	+	1	end_in_gene	460
operon_1727	3112309	3113104	-	3112822	3113104	+	1	end_coding_next_gene	283
operon_1728	3112822	3114782	+	3113751	3114121	-	1	end_in_gene	371
operon_1733	3119363	3123702	-	3120899	3121243	+	1	end_in_gene	345
operon_1733	3119363	3123702	-	3123628	3124276	+	1	end_as_asRNA_for_next_operon	649
operon_1734	3122842	3126489	-	3123894	3124258	+	1	end_in_gene	365
operon_1735	3126499	3133591	-	3127712	3127764	+	1	end_in_gene	53
operon_1735	3126499	3133591	-	3128034	3128296	+	1	end_in_gene	263
operon_1735	3126499	3133591	-	3128299	3128681	+	1	end_in_gene	383
operon_1735	3126499	3133591	-	3130698	3131116	+	1	end_in_gene	419
operon_1735	3126499	3133591	-	3131262	3131621	+	2	end_in_gene	360
operon_1735	3126499	3133591	-	3132545	3132811	+	1	end_in_gene	267
operon_1736	3133601	3135514	-	3134451	3134848	+	1	end_in_gene	398
operon_1737	3135524	3137246	-	3135536	3135907	+	1	end_in_gene	372
operon_1739	3138040	3148330	-	3137281	3137722	+	1	end_in_gene	442
operon_1739	3138040	3148330	-	3145018	3145330	+	1	end_in_gene	313
operon_1740	3148340	3150079	-	3148352	3148702	+	1	end_in_gene	351
operon_1744	3154649	3155881	-	3154666	3155092	+	1	end_in_gene	427
operon_1745	3155891	3162102	-	3156171	3156685	+	1	end_in_gene	515
operon_1745	3155891	3162102	-	3158967	3159376	+	1	end_in_gene	410
operon_1746	3162244	3164152	+	3162244	3162534	-	1	end_coding_next_gene	291
operon_1748	3166662	3168583	+	3166867	3167070	-	1	end_in_gene	204
operon_1750	3169507	3171874	-	3169630	3169942	+	1	end_in_gene	313
operon_1755	3175392	3177277	-	3176883	3177194	+	1	end_in_gene	312
operon_1757	3178105	3179373	-	3177547	3177960	+	1	end_in_gene	414
operon_1756	3177547	3178288	+	3178069	3178343	-	1	end_in_gene	275
operon_1758	3179383	3180523	-	3180077	3180313	+	1	end_in_gene	237
operon_1762	3183860	3187671	+	3186260	3186644	-	2	end_in_gene	385
operon_1762	3183860	3187671	+	3187237	3187411	-	1	end_in_gene	175
operon_1764	3187997	3189945	-	3187681	3188125	+	1	end_in_gene	445
operon_1767	3193380	3194166	+	3193770	3193987	-	1	end_in_gene	218
operon_1768	3194171	3196442	-	3196335	3196927	+	1	end_as_asRNA_for_next_operon	593
operon_1770	3196870	3200189	-	3196443	3196888	+	1	end_in_gene	446
operon_1770	3196870	3200189	-	3197309	3197474	+	1	end_in_gene	166
operon_1770	3196870	3200189	-	3197637	3198177	+	1	end_in_gene	541
operon_1770	3196870	3200189	-	3199142	3199566	+	1	end_in_gene	425
operon_1773	3202430	3203394	+	3202430	3202444	-	1	end_coding_next_gene	15
operon_1775	3204310	3205434	-	3205238	3205332	+	1	end_in_gene	95
operon_1776	3205444	3212224	-	3205486	3205886	+	1	end_in_gene	401
operon_1776	3205444	3212224	-	3210754	3211076	+	1	end_in_gene	323
operon_1776	3205444	3212224	-	3211566	3211840	+	1	end_in_gene	275
operon_1780	3216588	3217784	-	3216737	3216947	+	1	end_in_gene	211
operon_1783	3219234	3220052	-	3218349	3218842	+	1	end_in_gene	494
operon_1784	3220062	3221693	-	3220217	3220553	+	1	end_in_gene	337
operon_1786	3223544	3226296	-	3223927	3224169	+	1	end_in_gene	243
operon_1787	3226373	3228254	+	3226449	3226834	-	1	end_in_gene	386
operon_1788	3228263	3231303	-	3226460	3226833	+	1	end_in_gene	374
operon_1790	3234160	3237821	-	3237770	3238112	+	1	end_as_asRNA_for_next_operon	343
operon_1792	3238521	3241147	-	3240340	3240732	+	1	end_in_gene	393
operon_1794	3242244	3243368	+	3242244	3242257	-	1	end_coding_next_gene	14
operon_1795	3243378	3258265	+	3243124	3243464	-	1	end_as_asRNA_for_next_operon	341
operon_1796	3258275	3267424	+	3266848	3267147	-	1	end_in_gene	300
operon_1798	3276237	3282900	-	3267747	3267994	+	1	end_in_gene	248
operon_1797	3267434	3276380	+	3268360	3268722	-	1	end_in_gene	363
operon_1798	3276237	3282900	-	3268610	3268808	+	1	end_in_gene	199
operon_1797	3267434	3276380	+	3271322	3271574	-	1	end_in_gene	253
operon_1798	3276237	3282900	-	3271931	3272429	+	1	end_in_gene	499
operon_1798	3276237	3282900	-	3272446	3272832	+	1	end_in_gene	387
operon_1798	3276237	3282900	-	3272884	3273373	+	1	end_in_gene	490
operon_1798	3276237	3282900	-	3273396	3273720	+	1	end_in_gene	325
operon_1797	3267434	3276380	+	3273880	3274281	-	2	end_in_gene	402
operon_1798	3276237	3282900	-	3274625	3275121	+	1	end_in_gene	497
operon_1797	3267434	3276380	+	3275676	3276343	-	2	end_in_gene	668
operon_1798	3276237	3282900	-	3278318	3278560	+	1	end_in_gene	243
operon_1798	3276237	3282900	-	3281526	3281877	+	2	end_in_gene	352
operon_1799	3283345	3287983	+	3285896	3286280	-	1	end_in_gene	385
operon_1799	3283345	3287983	+	3286519	3287204	-	1	end_in_gene	686
operon_1800	3287223	3290624	+	3288049	3288347	-	1	end_in_gene	299
operon_1801	3290110	3293674	-	3288879	3289225	+	1	end_in_gene	347
operon_1801	3290110	3293674	-	3289685	3289997	+	1	end_in_gene	313
operon_1800	3287223	3290624	+	3290105	3290503	-	1	end_in_gene	399
operon_1801	3290110	3293674	-	3290864	3291171	+	1	end_in_gene	308
operon_1802	3293684	3302702	-	3296700	3296934	+	1	end_in_gene	235
operon_1802	3293684	3302702	-	3298801	3299646	+	1	end_in_gene	846
operon_1802	3293684	3302702	-	3300284	3300535	+	1	end_in_gene	252
operon_1803	3302834	3304298	-	3303626	3303999	+	2	end_in_gene	374
operon_1804	3304451	3305279	+	3304451	3304646	-	2	end_coding_next_gene	196
operon_1806	3306555	3307405	-	3305289	3305722	+	1	end_in_gene	434
operon_1809	3310505	3313079	-	3308678	3309439	+	1	end_in_gene	762
operon_1808	3308678	3310645	+	3308976	3309202	-	1	end_in_gene	227
operon_1808	3308678	3310645	+	3309625	3310120	-	2	end_in_gene	496
operon_1810	3313089	3313211	-	3313116	3313211	+	1	end_coding_next_gene	96
operon_1813	3315240	3317956	+	3317616	3318015	-	2	end_in_gene	400
operon_1815	3318306	3318901	-	3318168	3318451	+	1	end_in_gene	284
operon_1816	3318911	3324549	-	3323324	3323530	+	1	end_in_gene	207
operon_1817	3324559	3325847	-	3325712	3325847	+	1	end_coding_next_gene	136
operon_1818	3325712	3327023	+	3325845	3326157	-	1	end_in_gene	313
operon_1819	3326969	3331669	-	3325989	3326488	+	1	end_in_gene	500
operon_1819	3326969	3331669	-	3328163	3328556	+	1	end_in_gene	394
operon_1822	3335917	3336796	+	3335917	3335932	-	1	end_coding_next_gene	16
operon_1827	3343138	3343876	-	3339885	3340337	+	1	end_in_gene	453
operon_1826	3339885	3343176	+	3341112	3341422	-	1	end_in_gene	311
operon_1830	3346868	3347884	-	3346157	3346586	+	1	end_in_gene	430
operon_1832	3348494	3348723	-	3347992	3348537	+	1	end_in_gene	546
operon_1832	3348494	3348723	-	3348703	3349016	+	1	end_as_asRNA_for_next_operon	314
operon_1835	3352626	3355080	-	3351279	3351658	+	1	end_in_gene	380
operon_1834	3351279	3352458	+	3351670	3352031	-	1	end_in_gene	362
operon_1835	3352626	3355080	-	3351848	3352167	+	1	end_in_gene	320
operon_1835	3352626	3355080	-	3352371	3352647	+	1	end_in_gene	277
operon_1835	3352626	3355080	-	3353108	3353492	+	1	end_in_gene	385
operon_1837	3357296	3358002	-	3355109	3355428	+	1	end_in_gene	320
operon_1836	3355109	3357225	+	3356580	3356945	-	1	end_in_gene	366
operon_1837	3357296	3358002	-	3356827	3357314	+	2	end_in_gene	488
operon_1837	3357296	3358002	-	3357548	3357924	+	1	end_in_gene	377
operon_1838	3357548	3359585	+	3359161	3359463	-	1	end_in_gene	303
operon_1839	3359291	3363164	-	3359411	3359818	+	1	end_in_gene	408
operon_1839	3359291	3363164	-	3363036	3363838	+	1	end_as_asRNA_for_next_operon	803
operon_1843	3365850	3366426	-	3364719	3365155	+	1	end_in_gene	437
operon_1843	3365850	3366426	-	3365352	3365810	+	1	end_in_gene	459
operon_1845	3367287	3368805	-	3366693	3367086	+	1	end_in_gene	394
operon_1844	3366693	3367264	+	3366836	3367152	-	1	end_in_gene	317
operon_1845	3367287	3368805	-	3367237	3367464	+	1	end_in_gene	228
operon_1845	3367287	3368805	-	3368467	3368851	+	1	end_as_asRNA_for_next_operon	385
operon_1849	3372491	3374630	-	3371825	3372311	+	1	end_in_gene	487
operon_1848	3371825	3372545	+	3372140	3372503	-	1	end_in_gene	364
operon_1849	3372491	3374630	-	3374174	3374462	+	1	end_in_gene	289
operon_1850	3374640	3375674	-	3374648	3374932	+	1	end_in_gene	285
operon_1852	3376407	3385081	-	3375776	3376181	+	1	end_in_gene	406
operon_1852	3376407	3385081	-	3381395	3382014	+	1	end_in_gene	620
operon_1852	3376407	3385081	-	3382627	3382941	+	1	end_in_gene	315
operon_1853	3385091	3388994	-	3385712	3386037	+	1	end_in_gene	326
operon_1853	3385091	3388994	-	3386630	3387030	+	1	end_in_gene	401
operon_1854	3389109	3393351	+	3390595	3390865	-	1	end_in_gene	271
operon_1856	3393949	3395017	-	3393949	3394255	+	1	end_in_gene	307
operon_1857	3395035	3396459	+	3395035	3395046	-	1	end_coding_next_gene	12
operon_1858	3396482	3397204	-	3396817	3396869	+	1	end_in_gene	53
operon_1859	3397214	3399424	-	3398169	3398425	+	1	end_in_gene	257
operon_1859	3397214	3399424	-	3398816	3399206	+	1	end_in_gene	391
operon_1861	3401921	3404980	-	3403002	3403427	+	2	end_in_gene	426
operon_1862	3405131	3407315	+	3405131	3405235	-	1	end_coding_next_gene	105
operon_1863	3407346	3407699	-	3406085	3406762	+	2	end_in_gene	678
operon_1864	3407813	3409430	-	3409382	3409680	+	1	end_as_asRNA_for_next_operon	299
operon_1865	3409440	3411180	-	3410264	3410773	+	1	end_in_gene	510
operon_1865	3409440	3411180	-	3411104	3411207	+	1	end_as_asRNA_for_next_operon	104
operon_1869	3417752	3419386	-	3416078	3416486	+	1	end_in_gene	409
operon_1870	3419463	3421102	+	3419935	3420395	-	1	end_in_gene	461
operon_1871	3421451	3423212	-	3421210	3421706	+	2	end_in_gene	497
operon_1871	3421451	3423212	-	3422323	3422615	+	1	end_in_gene	293
operon_1872	3423222	3425477	-	3423236	3423454	+	1	end_in_gene	219
operon_1873	3425498	3429812	+	3425498	3425837	-	1	end_coding_next_gene	340
operon_1874	3429583	3430247	-	3425581	3425903	+	1	end_in_gene	323
operon_1873	3425498	3429812	+	3426102	3426489	-	1	end_in_gene	388
operon_1874	3429583	3430247	-	3427210	3427563	+	1	end_in_gene	354
operon_1873	3425498	3429812	+	3427503	3427854	-	1	end_in_gene	352
operon_1874	3429583	3430247	-	3428526	3428702	+	1	end_in_gene	177
operon_1874	3429583	3430247	-	3428778	3428830	+	1	end_in_gene	53
operon_1874	3429583	3430247	-	3429972	3430247	+	1	end_coding_next_gene	276
operon_1875	3430358	3431827	+	3430534	3430828	-	1	end_in_gene	295
operon_1875	3430358	3431827	+	3431215	3431725	-	1	end_in_gene	511
operon_1876	3431845	3433623	-	3431284	3431613	+	1	end_in_gene	330
operon_1876	3431845	3433623	-	3431807	3432000	+	1	end_in_gene	194
operon_1876	3431845	3433623	-	3432657	3433036	+	1	end_in_gene	380
operon_1876	3431845	3433623	-	3433429	3434198	+	2	end_as_asRNA_for_next_operon	770
operon_1877	3433658	3435785	+	3435027	3435410	-	1	end_in_gene	384
operon_1880	3438060	3439008	-	3436776	3437261	+	1	end_in_gene	486
operon_1883	3441761	3446039	-	3441635	3441951	+	1	end_in_gene	317
operon_1883	3441761	3446039	-	3442826	3443120	+	1	end_in_gene	295
operon_1883	3441761	3446039	-	3446009	3446778	+	1	end_as_asRNA_for_next_operon	770
operon_1885	3447285	3448432	-	3446171	3446604	+	1	end_in_gene	434
operon_1884	3446171	3447391	+	3446841	3447324	-	3	end_in_gene	484
operon_1890	3460814	3461749	-	3459113	3459493	+	1	end_in_gene	381
operon_1890	3460814	3461749	-	3460072	3460425	+	1	end_in_gene	354
operon_1890	3460814	3461749	-	3461311	3461671	+	1	end_in_gene	361
operon_1891	3461759	3462909	-	3462772	3463030	+	1	end_as_asRNA_for_next_operon	259
operon_1893	3463967	3464534	+	3464088	3464472	-	2	end_in_gene	385
operon_1895	3465693	3467659	-	3464544	3464914	+	1	end_in_gene	371
operon_1895	3465693	3467659	-	3465693	3466035	+	1	end_in_gene	343
operon_1895	3465693	3467659	-	3467388	3467862	+	2	end_as_asRNA_for_next_operon	475
operon_1897	3467933	3469265	-	3467409	3467862	+	1	end_in_gene	454
operon_1896	3467409	3467994	+	3467962	3468372	-	4	end_in_gene	411
operon_1898	3469275	3471373	-	3471368	3471793	+	1	end_as_asRNA_for_next_operon	426
operon_1901	3475384	3477172	-	3474585	3474959	+	1	end_in_gene	375
operon_1901	3475384	3477172	-	3475742	3476003	+	1	end_in_gene	262
operon_1902	3477057	3477353	+	3477057	3477344	-	2	end_coding_next_gene	288
operon_1903	3477363	3482696	+	3481131	3481454	-	1	end_in_gene	324
operon_1903	3477363	3482696	+	3482166	3482686	-	1	end_in_gene	521
operon_1904	3482706	3488092	+	3485668	3485926	-	1	end_in_gene	259
operon_1904	3482706	3488092	+	3486580	3486946	-	2	end_in_gene	367
operon_1906	3490382	3491781	-	3488102	3488711	+	1	end_in_gene	610
operon_1905	3488102	3490463	+	3488669	3489057	-	1	end_in_gene	389
operon_1905	3488102	3490463	+	3489948	3490378	-	1	end_in_gene	431
operon_1906	3490382	3491781	-	3490297	3490630	+	2	end_in_gene	334
operon_1906	3490382	3491781	-	3491130	3491502	+	1	end_in_gene	373
operon_1908	3492132	3494962	+	3492562	3492893	-	1	end_in_gene	332
operon_1909	3494999	3496405	-	3492633	3493441	+	1	end_in_gene	809
operon_1908	3492132	3494962	+	3494200	3494613	-	1	end_in_gene	414
operon_1909	3494999	3496405	-	3494564	3494928	+	1	end_in_gene	365
operon_1911	3497556	3500785	-	3496670	3497136	+	1	end_in_gene	467
operon_1911	3497556	3500785	-	3497590	3497876	+	1	end_in_gene	287
operon_1911	3497556	3500785	-	3499072	3499378	+	1	end_in_gene	307
operon_1912	3501163	3502932	+	3501729	3502081	-	1	end_in_gene	353
operon_1913	3502943	3503274	-	3502256	3503234	+	1	end_in_gene	979
operon_1914	3503390	3505317	+	3504298	3504701	-	1	end_in_gene	404
operon_1914	3503390	3505317	+	3504802	3505277	-	2	end_in_gene	476
operon_1917	3509073	3509545	-	3508092	3508771	+	1	end_in_gene	680
operon_1917	3509073	3509545	-	3508878	3509318	+	2	end_in_gene	441
operon_1919	3510062	3511384	-	3509651	3510157	+	1	end_in_gene	507
operon_1919	3510062	3511384	-	3510597	3510808	+	1	end_in_gene	212
operon_1920	3511585	3516511	+	3512521	3512799	-	1	end_in_gene	279
operon_1921	3516521	3520940	+	3517840	3518153	-	1	end_in_gene	314
operon_1923	3527392	3531135	-	3522814	3523150	+	1	end_in_gene	337
operon_1923	3527392	3531135	-	3524248	3524631	+	1	end_in_gene	384
operon_1922	3520950	3527378	+	3525668	3526041	-	1	end_in_gene	374
operon_1923	3527392	3531135	-	3526827	3526879	+	1	end_in_gene	53
operon_1923	3527392	3531135	-	3527050	3527450	+	1	end_in_gene	401
operon_1927	3536061	3539833	+	3537073	3537389	-	1	end_in_gene	317
operon_1928	3539858	3540863	-	3537405	3537878	+	1	end_in_gene	474
operon_1928	3539858	3540863	-	3538358	3538869	+	2	end_in_gene	512
operon_1931	3542135	3544331	+	3543703	3544136	-	1	end_in_gene	434
operon_1933	3545444	3549035	+	3545476	3545835	-	1	end_in_gene	360
operon_1933	3545444	3549035	+	3546092	3546535	-	1	end_in_gene	444
operon_1934	3548914	3549950	-	3549245	3549361	+	1	end_in_gene	117
operon_1937	3551278	3554255	+	3551798	3552599	-	1	end_in_gene	802
operon_1941	3557071	3559447	-	3556870	3557534	+	1	end_in_gene	665
operon_1943	3560116	3563216	-	3561621	3562133	+	1	end_in_gene	513
operon_1948	3568374	3569030	-	3567036	3567474	+	1	end_in_gene	439
operon_1948	3568374	3569030	-	3567902	3568273	+	1	end_in_gene	372
operon_1949	3569040	3571208	-	3569160	3569501	+	1	end_in_gene	342
operon_1951	3571596	3573710	-	3571332	3571898	+	1	end_in_gene	567
operon_1952	3573720	3580199	-	3574203	3574558	+	1	end_in_gene	356
operon_1955	3581626	3582483	-	3581714	3582069	+	1	end_in_gene	356
operon_1956	3582493	3583755	-	3583539	3583901	+	1	end_as_asRNA_for_next_operon	363
operon_1957	3583765	3584825	-	3584310	3584634	+	1	end_in_gene	325
operon_1958	3584935	3585663	+	3585000	3585246	-	1	end_in_gene	247
operon_1962	3587605	3590680	+	3588550	3588800	-	1	end_in_gene	251
operon_1963	3590630	3591568	-	3588833	3589510	+	1	end_in_gene	678
operon_1965	3593859	3594234	-	3591643	3592053	+	1	end_in_gene	411
operon_1965	3593859	3594234	-	3592676	3592863	+	1	end_in_gene	188
operon_1966	3594465	3595590	+	3594465	3594749	-	1	end_coding_next_gene	285
operon_1967	3595600	3596021	+	3594915	3595608	-	1	end_as_asRNA_for_next_operon	694
operon_1966	3594465	3595590	+	3594957	3595548	-	1	end_in_gene	592
operon_1968	3595971	3597831	-	3597805	3598479	+	1	end_as_asRNA_for_next_operon	675
operon_1969	3597841	3599678	-	3597915	3598312	+	1	end_in_gene	398
operon_1969	3597841	3599678	-	3599335	3599557	+	1	end_in_gene	223
operon_1971	3601026	3602437	-	3599848	3600356	+	1	end_in_gene	509
operon_1971	3601026	3602437	-	3601028	3601450	+	1	end_in_gene	423
operon_1972	3602447	3603321	-	3602657	3603037	+	1	end_in_gene	381
