TR_name	start_site	direction	TR_type	End_of_primary_data	actual_end_of_primary_data	min_of_primary_data	max_of_primary_data	End_of_total_data	actual_End_of_total_data	min_of_total_data	max_of_total_data
TR_311317	311317	+	antisense_in_gene	311769	311740	311705	311775	311712	311796	311702	312008
TR_314854	314854	-	leaderless_sense	314309	314369	314291	314440	314309	314332	314222	314438
TR_316436	316436	-	upstream_sense	315783	315817	315719	315916	314864	314874	314874	314874
TR_317503	317503	-	leaderless_sense	316511	316983	316905	317087	316511	315952	314297	316797
TR_317947	317947	-	sense_for_next	317521	317535	317523	317570	317525	316667	314874	317606
TR_318137	318137	-	sense_for_next	317525	317967	317967	317967	317525	317856	317523	317967
TR_320338	320338	+	antisense_in_gene	320705	320665	320603	320760	320614	320506	320338	320604
TR_320615	320615	-	in_gene_sense	320251	320254	320236	320273	320186	320196	320196	320196
TR_321351	321351	-	antisense_in_gene	320753	320683	320435	320870	320699	320418	320273	320709
TR_323020	323020	+	antisense_in_gene	323307	323297	323297	323297	323307	323296	323293	323297
TR_323299	323299	-	upstream_sense	322735	322761	322702	322851	322477	322111	321694	322544
TR_323317	323317	+	down_stream_antisense	323688	323704	323678	323783	323755	323939	323745	324013
TR_324522	324522	-	leaderless_sense	323338	323905	323683	323994	323338	323625	323395	323913
TR_324567	324567	+	leaderless_sense	326249	325249	325151	325317	326720	326773	326665	326891
TR_325776	325776	+	antisense_for_next	326482	326391	326209	326472	0	0	0	0
TR_326612	326612	-	antisense_for_next	326221	326274	326168	326383	0	0	0	0
TR_328499	328499	-	upstream_sense	326266	328081	328027	328130	326266	326279	326163	326450
TR_329102	329102	+	antisense_in_gene	329512	329475	329445	329506	329533	329582	329509	329707
TR_329719	329719	-	sense_for_next	328575	329362	329338	329398	0	0	0	0
TR_330350	330350	-	upstream_sense	329705	329745	329739	329780	328575	328896	328519	329318
TR_330375	330375	+	upstream_sense	331003	330738	330697	330779	331140	331220	331130	331324
TR_331650	331650	+	antisense_in_gene	332162	332145	332125	332161	332505	332711	332495	332823
TR_331693	331693	-	upstream_sense	330933	331316	331287	331334	330933	331203	331120	331292
TR_333024	333024	+	antisense_in_gene	333574	333562	333466	333608	333508	333558	333498	333627
TR_333417	333417	-	upstream_sense	332708	333032	332980	333085	332708	332951	332862	333041
TR_337235	337235	+	antisense_in_gene	337516	337505	337440	337568	337245	337360	337235	337736
TR_338182	338182	-	in_gene_sense	337534	337119	336035	337561	335961	336032	335971	336094
TR_339143	339143	-	upstream_sense	336560	338516	338202	338715	336560	337875	336025	338787
TR_339322	339322	+	upstream_sense	340974	340032	339910	340106	340974	341126	340174	341960
TR_340045	340045	-	antisense_in_gene	339657	339673	339666	339693	339670	339638	339567	339706
TR_340998	340998	+	leaderless_sense	341970	341715	341565	341960	341906	343323	341659	344988
TR_341980	341980	+	upstream_sense	344025	342509	342084	342635	345638	344417	344417	344417
TR_342086	342086	-	down_stream_antisense	341541	341724	341551	341976	341658	341682	341512	341976
TR_345432	345432	+	sense_for_next	349627	347539	345772	348813	349627	348637	348566	348774
TR_345941	345941	-	antisense_in_gene	345578	345586	345560	345600	345585	345549	345491	345595
TR_349985	349985	+	in_gene_sense	350680	351020	350353	352925	353985	353975	353975	353975
TR_357606	357606	+	antisense_in_gene	358092	358047	357990	358117	358019	358298	358009	359055
TR_358074	358074	-	upstream_sense	356862	357480	357348	357609	356862	356792	356615	357259
TR_358137	358137	+	upstream_sense	358956	358550	358316	358956	358956	358688	358460	359056
TR_358294	358294	-	antisense_in_gene	358084	358094	358094	358094	358084	358094	358094	358094
TR_358873	358873	-	antisense_in_gene	358516	358535	358489	358563	0	0	0	0
TR_359748	359748	-	leaderless_sense	358945	359241	359195	359288	358757	358713	358658	358767
TR_361198	361198	-	upstream_sense	359758	360508	360285	360727	359758	360454	360260	360634
TR_361265	361265	+	upstream_sense	363109	361642	361592	361752	363109	361780	361545	362057
TR_363242	363242	+	upstream_sense	364469	364065	363974	364126	364469	364319	364097	364482
TR_364523	364523	+	upstream_sense	365237	365010	364993	365029	365237	365055	364982	365112
TR_371223	371223	+	antisense_in_gene	371998	371735	371489	371989	372000	371990	371984	371999
TR_372897	372897	+	antisense_in_gene	373438	373361	373069	373430	373439	373452	373429	373490
TR_375746	375746	-	upstream_sense	372820	375362	375318	375384	372820	375343	375211	375444
TR_377064	377064	-	upstream_sense	376409	376452	376419	376512	376439	376380	376328	376449
TR_377113	377113	+	leaderless_sense	377921	377893	377849	377911	377921	377911	377911	377911
TR_377931	377931	+	leaderless_sense	378603	378620	378593	378641	378705	378785	378695	378853
TR_379130	379130	-	leaderless_sense	378571	378680	378577	378824	378657	378658	378400	378918
TR_379172	379172	+	leaderless_sense	380401	379652	379509	379802	380401	379991	379459	380502
TR_380522	380522	+	upstream_sense	382418	381137	381062	381167	382418	381902	381612	382451
TR_381979	381979	-	antisense_in_gene	381574	381569	381445	381722	381803	381450	381263	381813
TR_382471	382471	+	upstream_sense	383013	383021	382971	383075	383043	383166	383033	383312
TR_383586	383586	-	upstream_sense	382840	382996	382850	383106	382879	382830	382756	382918
TR_383608	383608	+	leaderless_sense	384486	384408	384247	384564	385149	384989	384708	385178
TR_384869	384869	-	antisense_in_gene	384504	384530	384486	384559	384615	384542	384467	384625
TR_385967	385967	-	upstream_sense	385173	385434	385386	385515	385173	385173	385059	385417
TR_386282	386282	-	upstream_sense	385977	385987	385987	385987	385977	385987	385987	385987
TR_386304	386304	+	down_stream_antisense	386773	386757	386670	386869	386652	386698	386642	386742
TR_387073	387073	-	in_gene_sense	386431	386440	386363	386552	386292	386137	385987	386302
TR_387083	387083	+	antisense_in_gene	387878	387829	387735	387868	387754	388010	387744	388562
TR_387490	387490	-	antisense_in_gene	387132	387153	387142	387173	387125	387233	387135	387403
TR_387888	387888	+	leaderless_sense	388572	388542	388447	388562	388572	388562	388562	388562
TR_388582	388582	+	leaderless_sense	390591	389207	389108	389262	390591	389311	389265	389343
TR_389141	389141	-	antisense_in_gene	388404	388517	388269	388719	388442	388670	388445	388918
TR_390340	390340	+	antisense_for_next	390866	390891	390836	390919	390926	390955	390916	390973
TR_391314	391314	+	upstream_sense	392728	392345	392193	392399	393025	393047	392801	393316
TR_391361	391361	-	antisense_in_gene	390832	390809	390706	390843	390703	390589	390435	390713
TR_394111	394111	+	leaderless_sense	394927	394920	394865	394962	395053	395287	395043	395570
TR_396087	396087	-	leaderless_sense	395347	395671	395634	395686	395347	395621	395372	395777
TR_396170	396170	+	upstream_sense	397367	397013	396714	397321	397367	397293	396816	397452
TR_397472	397472	+	in_gene_sense	398046	398096	397997	398234	398244	398854	398234	399697
TR_398254	398254	+	leaderless_sense	399524	398841	398783	398921	399524	398973	398867	399080
TR_400096	400096	-	upstream_sense	399535	399794	399761	399829	399535	399780	399780	399780
TR_400168	400168	+	upstream_sense	401703	400675	400675	400675	401703	400829	400675	401291
TR_400695	400695	+	in_gene_sense	401147	401161	401068	401218	401183	401242	401173	401295
TR_401305	401305	-	antisense_in_gene	400955	400946	400926	400965	400916	400954	400926	400973
TR_403136	403136	-	in_gene_sense	402523	402551	402499	402618	400974	401327	400984	401526
TR_404306	404306	-	sense_for_next	403193	403937	403869	403966	403193	403641	403624	403659
TR_405887	405887	-	upstream_sense	403193	405353	405279	405418	403193	404013	401897	405368
TR_405983	405983	+	antisense_in_gene	406483	406480	406435	406558	406354	406311	406203	406356
TR_408424	408424	+	antisense_in_gene	408975	408640	408576	408965	408586	408576	408576	408576
TR_408465	408465	-	upstream_sense	405950	408147	408125	408177	405950	407268	405907	408045
TR_409311	409311	+	upstream_sense	412760	410414	410014	410850	412760	412267	410853	413301
TR_410874	410874	+	in_gene_sense	411699	411687	411542	411919	413827	413817	413817	413817
TR_410953	410953	-	antisense_in_gene	410402	410474	410412	410696	410416	410502	410426	410703
TR_412293	412293	+	sense_for_next	414238	413102	413073	413163	414238	413846	413846	413846
TR_414272	414272	+	down_stream_antisense	415034	415024	415024	415024	415034	415024	415024	415024
TR_414969	414969	-	upstream_sense	414381	414509	414474	414585	414381	413636	412767	414513
TR_415044	415044	+	upstream_sense	415488	415491	415427	415549	415528	415774	415518	416092
TR_417026	417026	-	upstream_sense	415502	416339	416203	416502	415502	415460	415369	415642
TR_417092	417092	+	upstream_sense	418290	417456	417429	417467	418290	417467	417467	417467
TR_417487	417487	+	in_gene_sense	418206	418136	418060	418209	418831	419039	418821	419693
TR_418841	418841	+	sense_for_next	419618	419596	419298	419693	419703	419693	419693	419693
TR_418889	418889	-	antisense_in_gene	418361	418344	418293	418406	418404	418236	417848	418414
TR_419713	419713	+	upstream_sense	421712	420999	420526	421769	424019	423703	423703	423703
TR_419783	419783	-	down_stream_antisense	419423	419426	419408	419451	419449	419378	419260	419459
TR_420155	420155	-	antisense_in_gene	419793	419803	419803	419803	419863	419826	419803	419873
TR_422404	422404	+	sense_for_next	424158	423682	423182	424148	0	0	0	0
TR_424168	424168	+	antisense_in_gene	425013	424948	424718	425043	0	0	0	0
TR_427998	427998	+	antisense_in_gene	428344	428326	428302	428346	428329	428939	428319	430635
TR_434763	434763	-	upstream_sense	424778	434349	434279	434395	424778	434270	434143	434399
TR_434970	434970	+	antisense_in_gene	435620	435564	435494	435610	435806	435796	435627	435887
TR_436825	436825	-	upstream_sense	435472	436364	436309	436389	435472	435914	435019	436375
TR_437519	437519	+	leaderless_sense	438298	438025	437974	438052	438445	438340	438016	438518
TR_438716	438716	-	in_gene_sense	438098	438120	438082	438169	438463	438011	437710	438473
TR_438791	438791	+	upstream_sense	439650	439405	439310	439517	439650	439715	439581	439790
TR_439789	439789	-	down_stream_antisense	439392	439391	439323	439450	439403	439397	439346	439450
TR_442326	442326	-	upstream_sense	441266	441624	441558	441744	441011	440939	440789	441051
TR_442396	442396	+	leaderless_sense	443171	443119	443009	443180	443145	443194	443135	443238
TR_442714	442714	-	antisense_in_gene	442355	442392	442351	442437	442501	442387	442346	442511
TR_444242	444242	-	sense_for_next	443068	443620	443478	443750	442907	442845	442778	442917
TR_445260	445260	-	upstream_sense	444223	444775	444747	444789	444223	444292	443028	444772
TR_446987	446987	-	in_gene_sense	446360	446474	446370	446552	446311	446348	446275	446462
TR_447791	447791	+	antisense_in_gene	448208	448248	448198	448347	448193	448188	448140	448224
TR_447937	447937	-	in_gene_sense	447414	447490	447402	447619	447608	447421	447007	447867
TR_454163	454163	+	antisense_in_gene	454412	454348	454163	454402	454173	454337	454163	454402
TR_454397	454397	-	upstream_sense	453231	453813	453690	453968	453231	453116	452554	453883
TR_454422	454422	+	leaderless_sense	455387	454982	454833	455244	455387	455443	454784	455828
TR_455978	455978	+	leaderless_sense	456279	456261	456242	456271	456245	456471	456235	456699
TR_457027	457027	+	antisense_in_gene	457518	457510	457480	457554	457453	457523	457443	457592
TR_458918	458918	+	antisense_in_gene	459368	459376	459358	459395	459210	459572	459200	460305
TR_459317	459317	-	upstream_sense	458462	458805	458773	458853	458462	458636	458363	458778
TR_462072	462072	-	upstream_sense	459457	461401	461342	461509	459327	459337	459337	459337
TR_462134	462134	+	upstream_sense	463308	462638	462580	462654	463364	463009	462654	463375
TR_462674	462674	+	in_gene_sense	463140	463108	463008	463219	463597	463481	463375	463587
TR_462996	462996	-	antisense_in_gene	462568	462553	462353	462642	462627	462534	462450	462637
TR_463395	463395	+	upstream_sense	466669	463587	463587	463587	466669	463587	463587	463587
TR_463607	463607	+	in_gene_sense	464020	464046	463988	464106	464184	464311	464174	464453
TR_466009	466009	-	antisense_in_gene	465676	465690	465677	465729	465672	465720	465678	465781
TR_468247	468247	-	upstream_sense	466673	467791	467748	467832	466673	467702	467470	467842
TR_468298	468298	+	upstream_sense	469597	469482	469436	469574	469597	469574	469574	469574
TR_469594	469594	+	leaderless_sense	471233	470315	470152	470519	471233	471245	471022	471342
TR_472672	472672	-	upstream_sense	471230	472109	471977	472285	471198	471001	470759	471208
TR_474376	474376	-	antisense_for_next	473951	473935	473805	473993	473949	473789	473552	473964
TR_474605	474605	+	antisense_in_gene	475130	475062	474890	475211	474865	474866	474605	475181
TR_476130	476130	-	antisense_in_gene	475794	475801	475717	475875	475947	475728	475384	476018
TR_476361	476361	+	upstream_sense	476916	476895	476861	476912	476967	476969	476893	477018
TR_479756	479756	-	leaderless_sense	478569	479053	478960	479206	477330	478282	478220	478378
TR_479792	479792	+	leaderless_sense	480316	480286	480275	480306	480237	480310	480227	480391
TR_481066	481066	+	antisense_in_gene	481549	481461	481343	481539	481568	481882	481558	482268
TR_481627	481627	+	antisense_in_gene	482278	482220	482149	482268	482079	482168	482069	482268
TR_482270	482270	-	in_gene_sense	481813	481466	480285	482042	481480	481136	480165	481754
TR_482288	482288	+	antisense_in_gene	482922	482938	482868	483157	482864	483057	482854	483256
TR_483280	483280	+	antisense_in_gene	483730	483714	483674	483737	483660	483707	483650	483737
TR_483757	483757	+	upstream_sense	485737	484636	484327	484943	489942	486958	486958	486958
TR_483785	483785	-	upstream_sense	480358	482862	482586	483030	480358	481966	480177	482799
TR_484478	484478	-	antisense_in_gene	484098	484093	483971	484139	484078	484088	484088	484088
TR_485099	485099	-	antisense_in_gene	484497	484495	484214	484593	484583	484343	484187	484593
TR_486978	486978	+	in_gene_sense	487398	487460	487316	487693	488830	489431	487372	490766
TR_490648	490648	-	in_gene_sense	490047	490071	490046	490157	489993	489862	489723	490003
TR_490786	490786	+	leaderless_sense	493861	491659	491421	491897	493861	494255	492694	494776
TR_494749	494749	+	antisense_for_next	495262	495264	495152	495387	495430	495420	495420	495420
TR_495556	495556	+	antisense_in_gene	496009	496005	495988	496043	495961	496020	495951	496154
TR_498163	498163	+	antisense_in_gene	498313	498333	498303	498487	498313	498303	498303	498303
TR_498323	498323	+	antisense_in_gene	498497	498577	498487	498938	498497	498487	498487	498487
TR_498507	498507	+	antisense_in_gene	498911	498896	498886	498916	498841	499014	498831	499271
TR_498875	498875	-	sense_for_next	498303	498428	498354	498553	0	0	0	0
TR_499666	499666	-	upstream_sense	498303	499034	498921	499100	495065	495676	495676	495676
TR_499749	499749	+	in_gene_sense	500458	500404	500262	500483	500475	500554	500465	500692
TR_501021	501021	-	leaderless_sense	500325	500405	500296	500617	500353	500400	500189	500617
TR_501054	501054	+	upstream_sense	502173	501467	501415	501540	502173	501808	501428	501976
TR_503498	503498	+	upstream_sense	505001	504301	504123	504545	505001	504901	504499	505035
TR_504854	504854	-	antisense_in_gene	504501	504529	504509	504554	504534	504499	504432	504544
TR_505055	505055	+	upstream_sense	506585	506126	505450	506477	506657	506777	506647	506894
TR_507044	507044	-	upstream_sense	506417	506339	506013	506445	506393	506339	506276	506403
TR_508103	508103	-	sense_for_next	507135	507711	507633	507745	506387	506402	506397	506408
TR_510325	510325	-	upstream_sense	508585	509878	509803	509951	0	0	0	0
TR_510453	510453	+	antisense_in_gene	510988	511120	510961	511431	510981	511175	510971	511434
TR_510593	510593	-	in_gene_sense	510335	510345	510345	510345	507930	507778	507617	507940
TR_513215	513215	-	in_gene_sense	512657	512645	512492	512751	512407	510471	509225	512417
TR_515933	515933	-	upstream_sense	510705	515234	515184	515298	510705	515035	514774	515230
TR_516895	516895	-	leaderless_sense	516020	516389	516341	516448	516020	516071	515953	516428
TR_518399	518399	-	leaderless_sense	516898	517716	517657	517772	517806	517711	517520	518212
TR_518663	518663	+	upstream_sense	519570	519427	519228	519583	519570	520292	519439	521559
TR_519603	519603	+	leaderless_sense	521457	520307	520182	520390	522170	521820	521625	522015
TR_521678	521678	+	in_gene_sense	522415	522312	522202	522457	522621	522643	522607	522712
TR_522220	522220	-	down_stream_antisense	521747	521855	521757	521945	521827	521672	521527	521837
