genome_position	direction	TSS_intensity	Initiated_opeoron_or_not	location_in_genes	New_tss_intensity	fold_change	upstream_tss_coverage	downstream_tss_coverage	
3037330	-	147	operon_start_site	gap_sense	49	2.29	332	764	TSS
3039830	-	284	operon_start_site	gap_sense	189	9.32	200	1874	TSS
3042388	+	14	operon_start_site	gene_antisense	5	3.33	20	70	 
3042528	-	450	operon_start_site	gap_sense	313	49.81	58	2939	TSS
3042926	+	142	operon_start_site	gene_sense	113	13.69	100	1383	TSS
3046548	-	134	operon_start_site	gap_sense	266	4.26	474	2025	TSS
3046791	+	161	operon_start_site	gap_sense	164	7.14	247	1770	TSS
3051527	-	220	operon_start_site	gap_sense	182	5.06	396	2007	TSS
3052015	-	214	operon_start_site	gene_sense	231	5.88	217	1282	TSS
3053203	-	102	operon_start_site	gap_sense	108	700	0	700	TSS
3053243	+	617	operon_start_site	gene_sense_leadless	500	13.02	383	5001	TSS
3058128	-	774	operon_start_site	gap_sense	222	1.02	15205	15526	 
3058571	-	1200	operon_start_site	gap_sense	2632	32.68	760	24872	TSS
3059215	-	227	operon_start_site	gene_sense	128	4.83	190	922	TSS
3059272	+	86	operon_start_site	gene_sense_leadless	59	4.69	146	689	TSS
3062464	+	232	operon_start_site	gene_antisense	105	10.5	106	1123	TSS
3067134	-	1377	operon_start_site	gene_sense_leadless	1751	40.44	409	16579	TSS
3067959	-	58	operon_start_site	gap_sense	43	2.5	158	398	TSS
3070824	-	128	operon_start_site	gene_sense	147	34.27	29	1028	TSS
3074182	-	661	operon_start_site	gene_sense	111	1.24	4027	5005	 
3074490	-	188	operon_start_site	gap_sense	223	35.8	59	2148	TSS
3074646	+	42	operon_start_site	gene_sense_leadless	22	4.13	61	256	TSS
3076455	-	164	operon_start_site	gene_sense	182	9.19	205	1893	TSS
3078605	-	67	operon_start_site	gene_sense	57	5.76	109	634	TSS
3079700	-	52	operon_start_site	gene_sense	33	6.44	65	425	TSS
3080519	-	201	operon_start_site	gap_sense	166	3.39	583	1982	TSS
3082351	-	279	operon_start_site	gene_sense_leadless	210	13.32	156	2091	TSS
3082831	+	241	operon_start_site	gap_sense	96	2.6	461	1203	TSS
3086193	-	585	operon_start_site	gene_sense_leadless	442	18.02	232	4198	TSS
3086722	-	125	operon_start_site	gene_sense	50	2.26	350	793	TSS
3086809	+	783	operon_start_site	gap_sense	146	15.6	93	1466	TSS
3089049	-	168	operon_start_site	gap_sense	169	16.31	97	1598	TSS
3092773	-	81	operon_start_site	gap_sense	9	1.12	472	530	 
3093835	-	3843	operon_start_site	gap_sense	3871	64.96	572	37221	TSS
3094889	-	134	operon_start_site	gene_sense	109	11.3	96	1096	TSS
3095138	+	53	operon_start_site	gene_sense	22	4.43	62	279	TSS
3096969	+	372	operon_start_site	gene_sense_leadless	257	18.91	136	2590	TSS
3102172	-	394	operon_start_site	gene_sense_leadless	221	1.74	2822	4916	TSS
3103356	-	981	operon_start_site	gene_sense	759	84.53	85	7270	TSS
3104924	-	148	operon_start_site	gap_sense	147	93.09	10	1024	TSS
3107674	-	484	operon_start_site	gap_sense	377	24.23	145	3538	TSS
3107793	+	361	operon_start_site	gene_sense	410	24.29	161	3935	TSS
3110747	-	103	operon_start_site	gene_sense_leadless	98	7.09	140	999	TSS
3111836	-	278	operon_start_site	gene_antisense	207	1.89	2085	3938	TSS
3112822	+	207	operon_start_site	gene_antisense	210	9.89	220	2186	TSS
3114792	+	126	operon_start_site	gene_sense	70	10.5	65	693	TSS
3115295	+	280	operon_start_site	gene_sense	117	2.2	905	1992	TSS
3123700	-	132	operon_start_site	gene_sense	22	7.38	31	236	TSS
3126489	-	53	operon_start_site	gene_sense	14	124	0	124	TSS
3133589	-	337	operon_start_site	gap_sense	198	5.87	371	2182	TSS
3135514	-	362	operon_start_site	gap_sense	132	4.26	300	1282	TSS
3137246	-	376	operon_start_site	gap_sense	219	8.67	257	2237	TSS
3137281	+	169	operon_start_site	gene_sense_leadless	106	44.46	23	1067	TSS
3144755	-	384	operon_start_site	gene_sense	353	4.52	923	4178	TSS
3148330	-	3497	operon_start_site	gap_sense	3288	139.36	136	19093	TSS
3150077	-	1033	operon_start_site	gap_sense	1039	38.45	254	9805	TSS
3150181	+	118	operon_start_site	gene_sense_leadless	176	22.19	78	1753	TSS
3150703	+	111	operon_start_site	gene_sense	100	3.18	418	1331	TSS
3154641	-	114	operon_start_site	gene_sense_leadless	1474	26.72	529	14164	TSS
3155881	-	337	operon_start_site	gene_sense_leadless	305	31.32	80	2537	TSS
3162101	-	315	operon_start_site	gap_sense	251	20.82	118	2478	TSS
3162244	+	110	operon_start_site	gap_sense	44	3.27	182	598	TSS
3164162	+	65	operon_start_site	gene_sense_leadless	40	8.18	49	409	TSS
3166662	+	365	operon_start_site	gap_sense	285	14.85	193	2881	TSS
3169495	-	226	operon_start_site	gene_sense	103	13.35	78	1055	TSS
3171872	-	143	operon_start_site	gene_sense	106	14.49	71	1043	TSS
3173035	-	97	operon_start_site	gap_sense	92	3.29	205	677	TSS
3174027	-	404	operon_start_site	gene_sense_leadless	224	5.52	436	2414	TSS
3174703	-	173	operon_start_site	gap_sense	352	8.49	428	3643	TSS
3177276	-	73	operon_start_site	gap_sense	49	8.41	62	530	TSS
3177547	+	174	operon_start_site	gene_sense_leadless	136	4.97	326	1626	TSS
3179384	-	71	operon_start_site	gene_sense	55	2.89	259	751	TSS
3180521	-	223	operon_start_site	gene_sense	91	1.93	900	1737	TSS
3181911	-	326	operon_start_site	gene_sense	254	2.08	2234	4649	TSS
3183021	-	298	operon_start_site	gene_sense_leadless	228	32.52	60	1984	TSS
3183148	+	260	operon_start_site	gene_sense_leadless	219	16.93	128	2184	TSS
3183860	+	1221	operon_start_site	gap_sense	2	1.08	170	184	 
3187681	+	1853	operon_start_site	gene_sense	1363	33.69	382	12902	TSS
3189944	-	1138	operon_start_site	gap_sense	691	10.23	654	6700	TSS
3192398	-	292	operon_start_site	gene_sense	131	1.99	1213	2418	TSS
3193213	-	101	operon_start_site	gap_sense	143	17.35	80	1405	TSS
3193380	+	117	operon_start_site	gap_sense	31	4.78	78	378	TSS
3196441	+	257	operon_start_site	gene_sense_leadless	233	2.94	1067	3138	TSS
3200187	-	1235	operon_start_site	gap_sense	1420	38.12	359	13723	TSS
3202430	+	25	operon_start_site	gene_sense_leadless	3	3.33	11	40	 
3202444	-	337	operon_start_site	gene_antisense	108	92.82	10	1021	TSS
3204300	-	393	operon_start_site	gene_sense_leadless	441	43.71	92	4065	TSS
3205434	-	454	operon_start_site	gene_sense	365	5.05	796	4023	TSS
3212224	-	363	operon_start_site	gene_sense	258	7.14	375	2684	TSS
3214404	-	2273	operon_start_site	gap_sense	1902	70.84	240	17073	TSS
3214504	+	2536	operon_start_site	gap_sense	2768	28.78	928	26741	TSS
3216578	-	64	operon_start_site	gene_sense	58	4.13	166	690	TSS
3217782	-	949	operon_start_site	gap_sense	665	11.98	552	6624	TSS
3218349	+	133	operon_start_site	gene_sense_leadless	127	7.57	170	1295	TSS
3220052	-	114	operon_start_site	gene_sense	172	7.94	210	1675	TSS
3221692	-	604	operon_start_site	gene_sense	425	126.03	31	4033	TSS
3223534	-	107	operon_start_site	gene_sense_leadless	93	5.93	163	972	TSS
3226295	-	270	operon_start_site	gene_sense_leadless	223	29.96	71	2157	TSS
3231301	-	488	operon_start_site	gene_sense	226	11.22	201	2267	TSS
3234149	-	183	operon_start_site	gene_sense_leadless	109	4.01	336	1352	TSS
3237821	-	89	operon_start_site	gap_sense	56	5.34	70	379	TSS
3238509	-	77	operon_start_site	gene_sense_leadless	49	7.22	72	527	TSS
3241145	-	673	operon_start_site	gene_sense	193	4.9	440	2161	TSS
3242005	-	1425	operon_start_site	gap_sense	750	5.78	1414	8172	TSS
3242244	+	310	operon_start_site	gene_sense	281	186.13	14	2792	TSS
3243378	+	3625	operon_start_site	gap_sense	5083	13.97	3578	49981	TSS
3258275	+	89	operon_start_site	gene_sense	109	13.95	79	1116	TSS
3267435	+	815	operon_start_site	gene_sense	1108	7.42	1510	11205	TSS
3282900	-	676	operon_start_site	gap_sense	998	154.92	60	9450	TSS
3283345	+	1418	operon_start_site	gene_sense_leadless	1094	5.17	2143	11093	TSS
3287223	+	78	operon_start_site	gene_sense	73	4.43	203	903	TSS
3293673	-	259	operon_start_site	gene_sense	244	10.17	250	2553	TSS
3302584	-	3267	operon_start_site	gap_sense	2854	5.68	5498	31207	TSS
3304296	-	367	operon_start_site	gap_sense	346	4.74	847	4021	TSS
3304438	+	272	operon_start_site	gap_sense	239	3.28	1035	3393	TSS
3305289	+	271	operon_start_site	gene_sense_leadless	296	4.38	862	3783	TSS
3307405	-	657	operon_start_site	gap_sense	665	4.07	1127	4586	TSS
3308509	-	67	operon_start_site	gene_sense	79	4.35	215	939	TSS
3308678	+	318	operon_start_site	gene_sense_leadless	181	105.71	16	1797	TSS
3313079	-	624	operon_start_site	gene_sense	941	3.46	2311	7991	TSS
3313116	+	73	operon_start_site	gene_antisense	55	8.68	65	573	TSS
3315241	+	334	operon_start_site	gap_sense	761	8.82	920	8124	TSS
3318168	+	84	operon_start_site	gene_sense	123	5.63	241	1363	TSS
3318899	-	85	operon_start_site	gap_sense	76	18.76	40	769	TSS
3324548	-	390	operon_start_site	gap_sense	281	24.07	113	2744	TSS
3325712	+	552	operon_start_site	gene_antisense	445	14.72	307	4533	TSS
3325847	-	431	operon_start_site	gap_sense	319	2.09	1296	2711	TSS
3331667	-	402	operon_start_site	gap_sense	316	61.24	48	3001	TSS
3331798	+	1157	operon_start_site	gap_sense	1554	27.93	554	15500	TSS
3335758	-	162	operon_start_site	gene_sense_leadless	246	4.22	722	3050	TSS
3335917	+	147	operon_start_site	gap_sense	137	14.62	93	1374	TSS
3337927	-	490	operon_start_site	gene_sense_leadless	372	27.78	126	3528	TSS
3339009	-	276	operon_start_site	gene_sense_leadless	156	70.1	19	1402	TSS
3339128	+	50	operon_start_site	gene_sense_leadless	34	20.38	15	326	TSS
3339885	+	223	operon_start_site	gene_sense	128	21.45	61	1330	TSS
3343876	-	4790	operon_start_site	gap_sense	4517	299.44	70	21260	TSS
3346156	-	973	operon_start_site	gap_sense	366	142.23	21	3129	TSS
3346157	+	1720	operon_start_site	gene_sense_leadless	541	25.74	204	5277	TSS
3347884	-	2931	operon_start_site	gap_sense	907	107.82	77	8410	TSS
3347992	+	106	operon_start_site	gene_sense_leadless	82	12.55	64	816	TSS
3348723	-	393	operon_start_site	gene_sense	125	1.89	1232	2326	TSS
3351081	-	148	operon_start_site	gap_sense	164	18.06	83	1517	TSS
3351279	+	115	operon_start_site	gene_sense_leadless	97	64.4	14	966	TSS
3355079	-	408	operon_start_site	gene_sense_leadless	552	62.7	83	5267	TSS
3355109	+	38	operon_start_site	gene_sense_leadless	22	6.05	42	260	TSS
3357549	+	148	operon_start_site	gap_sense	30	2.34	191	449	TSS
3358002	-	51	operon_start_site	gene_antisense	6	2.06	30	64	 
3363162	-	910	operon_start_site	gap_sense	450	24.51	175	4313	TSS
3363319	+	439	operon_start_site	gap_sense	340	12.76	285	3649	TSS
3364542	-	1123	operon_start_site	gene_sense_leadless	1201	174.22	62	10976	TSS
3364719	+	424	operon_start_site	gene_sense_leadless	389	11.11	363	4045	TSS
3366424	-	132	operon_start_site	gene_sense	90	12.26	73	907	TSS
3366693	+	221	operon_start_site	gene_sense	99	15.77	64	1025	TSS
3368803	-	141	operon_start_site	gene_sense_leadless	240	7.51	335	2523	TSS
3369869	-	219	operon_start_site	gap_sense	125	3.54	210	746	TSS
3371740	-	75	operon_start_site	gene_sense_leadless	82	24.45	32	807	TSS
3371825	+	78	operon_start_site	gene_sense_leadless	63	6.16	111	690	TSS
3374630	-	64	operon_start_site	gene_sense_leadless	63	7.44	87	655	TSS
3375674	-	108	operon_start_site	gene_sense_leadless	130	10.93	118	1301	TSS
3375755	+	89	operon_start_site	gap_sense	68	17.21	38	671	TSS
3385080	-	344	operon_start_site	gap_sense	386	409.67	8	3687	TSS
3388994	-	1239	operon_start_site	gap_sense	795	79.64	90	7247	TSS
3389109	+	94	operon_start_site	gap_sense	103	4.67	257	1204	TSS
3393361	+	167	operon_start_site	gap_sense	52	25.57	20	537	TSS
3395017	-	62	operon_start_site	gap_sense	13	1.29	412	531	 
3395035	+	200	operon_start_site	gap_sense	126	6.12	233	1433	TSS
3397202	-	315	operon_start_site	gap_sense	239	18.42	124	2303	TSS
3399424	-	259	operon_start_site	gap_sense	248	4.47	318	1427	TSS
3401911	-	94	operon_start_site	gene_sense	116	6.66	183	1225	TSS
3404979	-	517	operon_start_site	gap_sense	770	23.94	314	7542	TSS
3405132	+	669	operon_start_site	gap_sense	863	11.62	766	8916	TSS
3407699	-	406	operon_start_site	gene_sense_leadless	348	13.97	240	3367	TSS
3409429	-	807	operon_start_site	gap_sense	375	17.71	213	3791	TSS
3411180	-	355	operon_start_site	gap_sense	501	12.34	407	5036	TSS
3415177	-	2639	operon_start_site	gap_sense	3333	2.3	23855	54862	TSS
3416022	-	112	operon_start_site	gap_sense	188	159.36	10	1753	TSS
3416078	+	70	operon_start_site	gene_sense_leadless	59	9.23	70	655	TSS
3419384	-	723	operon_start_site	gap_sense	543	27.03	192	5217	TSS
3419463	+	333	operon_start_site	gap_sense	153	9.69	166	1619	TSS
3423210	-	158	operon_start_site	gene_sense_leadless	100	9.01	113	1027	TSS
3425477	-	293	operon_start_site	gap_sense	131	3.21	364	1171	TSS
3425498	+	183	operon_start_site	gap_sense	46	11.46	40	470	TSS
3430358	+	126	operon_start_site	gap_sense	58	13.33	44	600	TSS
3433623	-	52	operon_start_site	gap_sense	21	4.12	40	169	TSS
3433658	+	126	operon_start_site	gap_sense	82	1.94	808	1568	TSS
3436682	-	84	operon_start_site	gene_sense_leadless	54	471	0	471	TSS
3436776	+	157	operon_start_site	gene_sense_leadless	75	15.47	48	758	TSS
3439008	-	832	operon_start_site	gap_sense	473	42.76	100	4319	TSS
3439087	+	58	operon_start_site	gene_sense	56	14.63	40	600	TSS
3440383	+	51	operon_start_site	gene_sense	35	334	0	334	TSS
3446038	-	166	operon_start_site	gene_antisense	106	83.67	11	1004	TSS
3446171	+	117	operon_start_site	gene_sense	133	2.31	908	2103	TSS
3448431	-	60	operon_start_site	gap_sense	78	22.88	32	755	TSS
3448501	+	418	operon_start_site	gene_sense_leadless	119	14.07	83	1182	TSS
3451766	+	323	operon_start_site	gap_sense	188	46.92	39	1877	TSS
3458166	+	127	operon_start_site	gap_sense	40	30.54	12	397	TSS
3459113	+	83	operon_start_site	gene_sense_leadless	63	4.19	169	712	TSS
3461749	-	673	operon_start_site	gap_sense	483	74.76	40	3065	TSS
3462909	-	151	operon_start_site	gene_sense	114	7.74	120	937	TSS
3463919	-	234	operon_start_site	gap_sense	243	4.98	250	1251	TSS
3463967	+	320	operon_start_site	gap_sense	272	76.2	34	2667	TSS
3464544	+	119	operon_start_site	gene_sense_leadless	85	4.33	230	1000	TSS
3467409	+	473	operon_start_site	gene_sense_leadless	529	5.25	1168	6139	TSS
3469265	-	257	operon_start_site	gap_sense	290	34.12	47	1638	TSS
3471373	-	116	operon_start_site	gap_sense	344	18.07	124	2259	TSS
3473885	-	496	operon_start_site	gene_sense	526	12.08	220	2670	TSS
3473921	+	100	operon_start_site	gap_sense	77	2.79	382	1070	TSS
3477172	-	376	operon_start_site	gene_antisense	264	1.96	2581	5065	TSS
3477363	+	68	operon_start_site	gene_sense	8	6	14	90	 
3482706	+	167	operon_start_site	gap_sense	123	6.99	187	1314	TSS
3488102	+	92	operon_start_site	gene_sense	101	15.25	67	1037	TSS
3491779	-	89	operon_start_site	gap_sense	49	3.6	173	626	TSS
3492132	+	1534	operon_start_site	gap_sense	659	11.33	601	6822	TSS
3496405	-	3854	operon_start_site	gap_sense	2426	87.34	253	22185	TSS
3496512	+	1131	operon_start_site	gap_sense	824	206.24	36	7631	TSS
3500785	-	1147	operon_start_site	gap_sense	1027	16.75	573	9617	TSS
3501164	+	3427	operon_start_site	gap_sense	6031	15.55	3903	60724	TSS
3503274	-	176	operon_start_site	gene_sense_leadless	104	18.04	53	974	TSS
3503298	+	41	operon_start_site	gap_sense	49	1.47	989	1453	 
3505327	+	451	operon_start_site	gap_sense	349	20.77	214	4466	TSS
3508092	+	257	operon_start_site	gene_sense_leadless	168	12.46	137	1720	TSS
3509543	-	616	operon_start_site	gene_sense_leadless	207	10.66	198	2121	TSS
3509651	+	143	operon_start_site	gene_sense_leadless	152	8.48	186	1586	TSS
3511384	-	150	operon_start_site	gap_sense	102	1.72	1030	1777	TSS
3511586	+	666	operon_start_site	gap_sense	399	12.15	336	4093	TSS
3516521	+	236	operon_start_site	gene_sense	122	17.64	71	1270	TSS
3520950	+	250	operon_start_site	gene_sense	176	6.5	298	1944	TSS
3531135	-	1379	operon_start_site	gene_sense_leadless	287	2705	0	2705	TSS
3533474	-	100	operon_start_site	gene_sense	52	49.3	9	493	TSS
3535410	-	166	operon_start_site	gap_sense	135	8.89	152	1360	TSS
3536058	-	51	operon_start_site	gap_sense	52	7.49	67	509	TSS
3536061	+	118	operon_start_site	gap_sense	132	20.73	63	1327	TSS
3540863	-	991	operon_start_site	gap_sense	520	3.63	1417	5146	TSS
3541361	-	146	operon_start_site	gene_sense_leadless	101	3.6	332	1199	TSS
3542042	-	475	operon_start_site	gene_sense_leadless	194	37.73	48	1849	TSS
3542099	+	42	operon_start_site	gap_sense	6	5.25	11	63	 
3545367	-	87	operon_start_site	gap_sense	46	2.91	180	527	TSS
3549948	-	159	operon_start_site	gene_sense	233	436.8	4	2184	TSS
3550365	+	183	operon_start_site	gap_sense	127	10.79	126	1370	TSS
3551278	+	60	operon_start_site	gene_sense_leadless	38	9.73	40	399	TSS
3554265	+	341	operon_start_site	gap_sense	222	7.47	329	2466	TSS
3556688	-	136	operon_start_site	gap_sense	107	1.95	574	1119	TSS
3556870	+	1003	operon_start_site	gene_sense	885	17.94	498	8950	TSS
3559447	-	62	operon_start_site	gap_sense	57	3.84	150	580	TSS
3559568	+	42	operon_start_site	gene_sense	16	17.78	8	160	TSS
3563214	-	577	operon_start_site	gap_sense	412	8.1	527	4278	TSS
3564283	-	163	operon_start_site	gene_sense_leadless	153	204.71	6	1433	TSS
3564302	+	252	operon_start_site	gap_sense	181	1808	0	1808	TSS
3567026	-	169	operon_start_site	gene_antisense	122	6.94	194	1354	TSS
3567036	+	1919	operon_start_site	gene_sense	1778	22.13	804	17813	TSS
3569028	-	974	operon_start_site	gap_sense	365	3.03	1708	5185	TSS
3571332	+	402	operon_start_site	gene_sense_leadless	241	13.2	172	2284	TSS
3573708	-	404	operon_start_site	gap_sense	288	6.48	487	3160	TSS
3580197	-	96	operon_start_site	gene_sense_leadless	112	32.24	32	1064	TSS
3580238	+	89	operon_start_site	gap_sense	85	32.29	30	1001	TSS
3581235	+	179	operon_start_site	gene_sense	91	3.55	335	1192	TSS
3582483	-	526	operon_start_site	gene_sense	347	2.77	1874	5202	TSS
3583758	-	208	operon_start_site	gap_sense	69	2.13	612	1308	TSS
3584825	-	245	operon_start_site	gap_sense	292	4.28	800	3427	TSS
3584935	+	479	operon_start_site	gap_sense	357	9.48	378	3592	TSS
3585983	-	996	operon_start_site	gap_sense	583	48.48	111	5430	TSS
3586093	+	672	operon_start_site	gap_sense	535	11.51	469	5412	TSS
3587535	-	111	operon_start_site	gene_sense_leadless	184	12.59	145	1838	TSS
3587605	+	1856	operon_start_site	gap_sense	1360	11.77	1202	14164	TSS
3591566	-	846	operon_start_site	gap_sense	413	35.76	109	3934	TSS
3591626	+	215	operon_start_site	gap_sense	143	10.06	148	1499	TSS
3594232	-	412	operon_start_site	gene_sense_leadless	513	24.61	198	4897	TSS
3594465	+	46	operon_start_site	gene_sense_leadless	32	5.21	72	380	TSS
3595600	+	10169	operon_start_site	gap_sense	21777	79.89	2740	218968	TSS
3597831	-	556	operon_start_site	gap_sense	387	73.4	34	2569	TSS
3599678	-	691	operon_start_site	gap_sense	475	4.68	808	3790	TSS
3599848	+	671	operon_start_site	gene_sense_leadless	340	6.66	549	3664	TSS
3602437	-	65	operon_start_site	gene_sense_leadless	68	9.39	70	667	TSS
3603319	-	84	operon_start_site	gene_sense_leadless	78	726	0	726	TSS
3603374	+	123	operon_start_site	gene_sense_leadless	89	10.95	84	931	TSS
3607063	-	1746	operon_start_site	gap_sense	49	1.41	923	1307	 
3608286	-	1045	operon_start_site	gap_sense	476	31.01	142	4435	TSS
3609733	-	328	operon_start_site	gene_sense	240	4.11	709	2921	TSS
3611131	+	171	operon_start_site	gene_antisense	82	6.89	131	909	TSS
3611483	-	299	operon_start_site	gene_antisense	294	7.41	296	2202	TSS
3613600	-	364	operon_start_site	gene_sense_leadless	248	9.19	269	2480	TSS
3617553	-	67	operon_start_site	gene_sense	78	8.45	76	651	TSS
3620567	-	506	operon_start_site	gap_sense	346	6.19	619	3836	TSS
3621462	-	985	operon_start_site	gap_sense	412	32.89	120	3980	TSS
3627337	-	2228	operon_start_site	gene_sense	2036	33.65	573	19313	TSS
3632020	-	1248	operon_start_site	gap_sense	2759	109.48	179	19707	TSS
3633636	+	140	operon_start_site	gap_sense	111	52.24	20	1097	TSS
3638744	-	674	operon_start_site	gap_sense	481	1.62	4142	6703	TSS
3639254	-	821	operon_start_site	gene_sense	948	45.05	151	6848	TSS
3639338	+	144	operon_start_site	gap_sense	183	5.34	395	2113	TSS
3640373	-	3765	operon_start_site	gap_sense	4126	108.58	358	38981	TSS
3640540	+	184	operon_start_site	gene_sense_leadless	158	1.44	3315	4791	 
3643246	+	53	operon_start_site	gene_sense	40	3.33	150	503	TSS
3646899	-	159	operon_start_site	gene_sense	146	14.95	98	1480	TSS
3647806	-	261	operon_start_site	gene_sense_leadless	213	2.24	1609	3607	TSS
3647885	+	706	operon_start_site	gene_sense_leadless	395	88.37	48	4330	TSS
3649465	+	559	operon_start_site	gene_sense	416	18.32	231	4251	TSS
3650185	+	1440	operon_start_site	gap_sense	1406	20.43	682	13955	TSS
3653344	-	206	operon_start_site	gene_sense_leadless	191	161	10	1771	TSS
3653413	+	323	operon_start_site	gap_sense	181	18.26	100	1844	TSS
3658116	-	380	operon_start_site	gene_sense	242	11.16	232	2601	TSS
3660022	+	575	operon_start_site	gene_sense	418	7.68	564	4342	TSS
3662009	-	136	operon_start_site	gene_sense_leadless	139	14.54	89	1309	TSS
3662059	+	804	operon_start_site	gene_sense_leadless	397	9.8	406	3989	TSS
3662973	+	405	operon_start_site	gene_sense	254	3.55	872	3102	TSS
3664925	+	598	operon_start_site	gene_sense_leadless	449	13.93	331	4624	TSS
3666297	+	171	operon_start_site	gap_sense	217	3.99	627	2507	TSS
3669403	-	193	operon_start_site	gap_sense	94	1.94	855	1663	TSS
3669946	-	549	operon_start_site	gene_sense	109	29.19	35	1051	TSS
3671791	-	922	operon_start_site	gene_sense_leadless	137	6.91	210	1458	TSS
3672058	+	172	operon_start_site	gene_antisense	38	1.54	660	1018	TSS
3676063	+	656	operon_start_site	gene_sense_leadless	306	10.37	306	3185	TSS
3686010	-	130	operon_start_site	gene_sense	38	6.54	64	425	TSS
3689480	-	64	operon_start_site	gene_sense	33	2.57	160	414	TSS
3690935	-	111	operon_start_site	gene_sense_leadless	98	75.75	11	909	TSS
3691312	+	259	operon_start_site	gene_sense_leadless	260	4.76	597	2847	TSS
3694160	-	261	operon_start_site	gene_sense_leadless	156	30.02	50	1531	TSS
3694223	+	414	operon_start_site	gap_sense	486	5.1	952	4865	TSS
3697369	+	377	operon_start_site	gene_sense_leadless	323	14.27	229	3283	TSS
3697402	-	92	operon_start_site	gene_antisense	32	5.46	60	333	TSS
3698292	+	113	operon_start_site	gene_sense_leadless	76	4.04	251	1018	TSS
3700507	-	243	operon_start_site	gap_sense	231	5.52	476	2634	TSS
3701187	-	2353	operon_start_site	gene_sense_leadless	2875	1112.25	23	26694	TSS
3702615	-	204	operon_start_site	gene_sense	208	38.92	51	2024	TSS
3704070	-	86	operon_start_site	gap_sense	34	11.52	26	311	TSS
3704155	+	430	operon_start_site	gap_sense	283	21.45	130	2810	TSS
3708487	-	359	operon_start_site	gene_sense_leadless	237	70.91	31	2269	TSS
3709853	-	73	operon_start_site	gene_sense	77	2.74	407	1119	TSS
3710604	+	32	operon_start_site	gene_sense_leadless	35	14.2	24	355	TSS
3711846	+	67	operon_start_site	gene_sense	49	9.63	51	501	TSS
3714479	+	261	operon_start_site	gene_antisense	246	99.2	24	2480	TSS
3714512	-	146	operon_start_site	gap_sense	123	17	63	1088	TSS
3715947	+	170	operon_start_site	gap_sense	125	10.65	118	1267	TSS
3717289	+	344	operon_start_site	gene_sense	311	25.87	122	3182	TSS
3721379	-	64	operon_start_site	gap_sense	7	6.55	10	72	 
3721403	+	478	operon_start_site	gap_sense	382	24.07	158	3827	TSS
3723805	-	270	operon_start_site	gap_sense	274	236.64	10	2603	TSS
3723899	+	742	operon_start_site	gene_sense	1204	15.08	803	12122	TSS
3726022	-	492	operon_start_site	gap_sense	304	245.36	10	2699	TSS
3726142	+	462	operon_start_site	gap_sense	534	6.98	817	5709	TSS
3740480	-	67	operon_start_site	gene_sense	6	3.48	20	73	 
3747503	-	366	operon_start_site	gene_sense	295	7.2	299	2161	TSS
3753559	+	377	operon_start_site	gap_sense	212	11.53	186	2157	TSS
3758521	-	78	operon_start_site	gene_sense	47	3.7	141	526	TSS
3769170	-	100	operon_start_site	gap_sense	108	16.04	67	1091	TSS
3769282	+	363	operon_start_site	gene_sense_leadless	148	22.91	66	1535	TSS
3770820	-	194	operon_start_site	gene_sense_leadless	191	449	3	1796	TSS
3770909	+	87	operon_start_site	gap_sense	23	1.97	225	445	TSS
3772821	+	78	operon_start_site	gap_sense	80	5.43	162	885	TSS
3775528	-	83	operon_start_site	gene_sense	44	3.49	165	580	TSS
3776152	+	316	operon_start_site	gene_antisense	241	26.12	91	2403	TSS
3777803	-	255	operon_start_site	gap_sense	220	63.68	30	1974	TSS
3778692	+	690	operon_start_site	gap_sense	515	21.62	240	5211	TSS
3781159	-	120	operon_start_site	gene_antisense	83	6.14	162	1001	TSS
3781182	+	227	operon_start_site	gene_sense	113	13.57	82	1126	TSS
3784954	-	335	operon_start_site	gap_sense	285	8.76	318	2796	TSS
3785082	+	472	operon_start_site	gap_sense	317	27.22	115	3158	TSS
3786494	+	131	operon_start_site	gene_sense_leadless	103	5.88	192	1135	TSS
3787849	+	259	operon_start_site	gap_sense	161	9.58	174	1676	TSS
3790307	+	1041	operon_start_site	gap_sense	526	7.83	710	5567	TSS
3799021	-	148	operon_start_site	gap_sense	210	7.8	290	2271	TSS
3800091	-	425	operon_start_site	gene_sense	577	4.13	1654	6843	TSS
3800168	+	38	operon_start_site	gap_sense	31	5.32	65	351	TSS
3804988	-	150	operon_start_site	gap_sense	68	1.43	1266	1817	 
3805045	+	339	operon_start_site	gene_sense_leadless	333	10.57	321	3405	TSS
3808617	-	209	operon_start_site	gene_sense_leadless	108	9.03	111	1011	TSS
3808641	+	103	operon_start_site	gene_sense_leadless	71	9.25	90	842	TSS
3811844	-	75	operon_start_site	gap_sense	72	10.65	68	735	TSS
3811899	+	23	operon_start_site	gene_sense_leadless	23	29.57	6	207	TSS
3814263	-	362	operon_start_site	gap_sense	727	19.68	199	3937	TSS
3816286	-	55	operon_start_site	gene_sense_leadless	60	49.73	10	547	TSS
3816368	+	123	operon_start_site	gene_sense	7	1.49	136	204	 
3817400	+	458	operon_start_site	gap_sense	371	10.39	369	3845	TSS
3822187	-	496	operon_start_site	gap_sense	682	27.43	243	6692	TSS
3824026	-	810	operon_start_site	gene_sense	934	21.22	426	9062	TSS
3824814	-	398	operon_start_site	gap_sense	359	2.02	2852	5774	TSS
