new_tss	direction	original_average_count
2852681	-	36
2854917	-	160
2855624	-	33
2856716	-	34
2857835	-	155
2859475	-	412
2860428	-	811
2861083	-	175
2861704	-	17
2864422	-	276
2864511	-	21
2865268	-	35
2865830	-	84
2866759	-	6584
2866764	-	881
2866838	-	30
2869451	-	301
2869637	-	387
2870350	-	204
2870364	-	18
2872412	-	79
2874113	-	45
2876987	-	1818
2878289	-	27
2879931	-	79
2880186	-	104
2880964	-	21
2881699	-	32
2882064	-	113
2883377	-	36
2883538	-	28
2884729	-	35
2885034	-	60
2885322	-	34
2886572	-	331
2887380	-	15
2889188	-	28
2889792	-	169
2891954	-	134
2893823	-	74
2894072	-	33
2894490	-	52
2894964	-	23
2895970	-	47
2896307	-	44
2897013	-	57
2897835	-	332
2897898	-	25
2898230	-	18
2898787	-	33
2900658	-	1264
2901777	-	82
2901783	-	47
2903542	-	26
2906773	-	361
2907767	-	24
2910222	-	297
2910934	-	668
2911342	-	387
2911348	-	20
2913236	-	30
2914149	-	21
2915783	-	548
2916269	-	453
2916284	-	435
2917596	-	30
2917796	-	87
2919609	-	57
2925424	-	843
2925491	-	83
2925891	-	24
2926026	-	23
2930048	-	33
2930059	-	96
2931603	-	930
2933342	-	64
2934096	-	963
2935883	-	82
2936063	-	67
2936121	-	31
2936191	-	21
2938026	-	38
2938988	-	31
2940969	-	27
2943315	-	178
2943983	-	404
2946228	-	246
2946325	-	55
2947481	-	163
2948400	-	107
2948595	-	135
2949623	-	25
2952063	-	46
2953040	-	1164
2953980	-	38
2954599	-	15
2954763	-	743
2955562	-	130
2955573	-	12
2956892	-	28
2957655	-	39
2959259	-	567
2959861	-	1639
2960447	-	31
2962513	-	186
2963010	-	37
2964328	-	29
2965368	-	307
2965847	-	47
2965856	-	46
2966760	-	25
2968295	-	67
2969177	-	18
2969597	-	65
2969634	-	209
2970290	-	23
2971495	-	97
2971870	-	15
2973108	-	47
2974433	-	19
2975907	-	290
2976472	-	138
2978532	-	23
2979330	-	684
2979356	-	68
2979671	-	40
2980859	-	57
2982051	-	86
2982097	-	92
2983087	-	408
2985848	-	31
2986814	-	36
2988171	-	20
2988488	-	39
2989744	-	48
2990375	-	110
2990559	-	13
2992642	-	307
2993877	-	66
2995073	-	162
2997576	-	17
2999978	-	547
3005771	-	960
3006262	-	32
3007495	-	30
3007786	-	19
3008847	-	156
3009219	-	80
3009645	-	28
3009768	-	32
3011842	-	788
3011845	-	120
3013890	-	365
3014162	-	226
3015004	-	515
3015020	-	1401
3015146	-	64
3015225	-	89
3015746	-	22
3016745	-	88
3017180	-	22
3017697	-	25
3018629	-	90
3018873	-	125
3019768	-	83
3020207	-	149
3020303	-	44
3020532	-	21
3021179	-	76
3021797	-	1770
3021860	-	26
3021972	-	17
3022880	-	43
3024072	-	232
3024404	-	50
3024582	-	61
3025201	-	130
3025309	-	37
3026233	-	76
3026344	-	118
3027644	-	205
3027711	-	37
3028244	-	31
3028790	-	30
3029367	-	23
3030927	-	802
3031583	-	195
3031647	-	119
3033498	-	50
3034717	-	445
3034724	-	500
3034763	-	58
3035011	-	138
3035265	-	25
3035539	-	21
3035676	-	39
3036360	-	96
3037330	-	147
3037384	-	38
3038425	-	158
3038875	-	184
3039830	-	284
3040195	-	22
3040764	-	34
3041471	-	40
3041889	-	37
3042528	-	450
3044840	-	58
		
3046548	-	134
3046727	-	44
3046922	-	40
3047158	-	19
3047846	-	29
3049096	-	44
3050102	-	27
3050292	-	18
3051481	-	115
3051527	-	220
3051555	-	26
3052015	-	214
3052285	-	35
3053203	-	102
3055930	-	103
3056393	-	37
3056666	-	24
3058128	-	774
3058571	-	1200
3059215	-	227
3059254	-	38
3062360	-	446
3062372	-	22
3063209	-	220
3064295	-	34
3064306	-	29
3066553	-	40
3067134	-	1377
3067959	-	58
3068317	-	39
3070824	-	128
3070830	-	31
3071292	-	28
3071548	-	43
3072432	-	53
3072522	-	57
3073611	-	17
3074182	-	661
3074364	-	410
3074490	-	188
3074495	-	176
3074917	-	78
3076455	-	164
3076672	-	20
3077623	-	19
3078079	-	23
3078605	-	67
3079087	-	22
3079700	-	52
3080519	-	201
3080542	-	23
3080583	-	43
3081518	-	108
3081711	-	30
3082351	-	279
3082631	-	33
3084349	-	36
3085485	-	283
3086193	-	585
3086722	-	125
3086796	-	93
3089049	-	168
3090546	-	15
3092773	-	81
3092895	-	74
3093007	-	18
3093835	-	3843
3093845	-	16
3094034	-	21
3094889	-	134
3095313	-	37
3095570	-	41
3096042	-	68
3096427	-	123
3096987	-	19
3098006	-	27
3098394	-	31
3100520	-	32
3102172	-	394
3102285	-	331
3103356	-	981
3104924	-	148
3105738	-	20
3105970	-	25
3106877	-	17
3107674	-	484
3110747	-	103
3111836	-	278
3112006	-	193
3114125	-	129
3115065	-	26
3115113	-	30
3118452	-	22
3118848	-	35
3120595	-	60
3121288	-	29
3121839	-	34
3122065	-	30
3123700	-	132
3123875	-	30
3126288	-	47
3126489	-	53
3131471	-	18
3132399	-	47
3132594	-	35
3133589	-	337
3135514	-	362
3136609	-	188
3137246	-	376
3137255	-	206
3142232	-	29
3144044	-	19
3144755	-	384
3145014	-	62
3146722	-	126
3148330	-	3497
3150077	-	1033
3150738	-	33
3152960	-	72
3153829	-	51
3153939	-	31
3154641	-	114
3155881	-	337
3156163	-	23
3158001	-	41
3158074	-	19
3158801	-	24
3160561	-	260
3160797	-	44
3161474	-	145
3162101	-	315
3162535	-	116
3163597	-	16
3164504	-	37
3164940	-	29
3167070	-	40
3169495	-	226
3171872	-	143
3172250	-	29
3173035	-	97
3174027	-	404
3174703	-	173
3174733	-	26
3175565	-	37
3177276	-	73
3178343	-	48
3179384	-	71
3180012	-	28
3180521	-	223
3180559	-	97
3181911	-	326
3182035	-	180
3183021	-	298
3184364	-	30
3185248	-	20
3185648	-	39
3186532	-	96
3186644	-	57
3187411	-	34
3189432	-	95
3189944	-	1138
3190371	-	180
3190691	-	95
3191102	-	41
3191812	-	30
3192398	-	292
3192469	-	110
3193213	-	101
3193987	-	24
3194136	-	47
3196142	-	128
3196421	-	31
3198376	-	22
3199124	-	28
3200187	-	1235
3200326	-	23
3201458	-	26
3201922	-	77
3201980	-	50
3202444	-	337
3204300	-	393
3205267	-	206
3205434	-	454
3205559	-	83
3208470	-	20
3208552	-	27
3210070	-	51
3211740	-	202
3212224	-	363
3214404	-	2273
3214481	-	18
3215301	-	26
3216578	-	64
3217777	-	35
3217782	-	949
3218256	-	37
3218299	-	29
3220052	-	114
3221692	-	604
3223534	-	107
3226295	-	270
3226834	-	36
3228771	-	45
3229495	-	47
3231301	-	488
3231574	-	20
3232573	-	37
3234149	-	183
3234763	-	108
3236945	-	55
3237821	-	89
3238509	-	77
3239480	-	28
3239940	-	60
3241145	-	673
3242005	-	1425
3242255	-	65
3242297	-	43
3243462	-	142
3243507	-	20
3244354	-	35
3244701	-	36
3245406	-	35
3248012	-	19
3251029	-	79
3253426	-	24
3254769	-	75
3254961	-	15
3255745	-	72
3262074	-	27
3265849	-	25
3267147	-	114
3268722	-	95
3271574	-	41
3272870	-	30
3273338	-	31
3274275	-	114
3274281	-	65
3274496	-	50
3276053	-	70
3276283	-	43
3276343	-	93
3277680	-	18
3281838	-	60
3282900	-	676
3283818	-	23
3284403	-	30
3285372	-	77
3286278	-	102
3286848	-	88
3287204	-	71
3287391	-	19
3288346	-	61
3290503	-	40
3291381	-	35
3293673	-	259
3294678	-	33
3298557	-	17
3298633	-	33
3299508	-	41
3302584	-	3267
3302702	-	467
3303205	-	101
3304296	-	367
3304505	-	25
3304646	-	51
3307405	-	657
3307471	-	99
3307683	-	78
3308381	-	133
3308509	-	67
3308823	-	31
3309202	-	34
3309488	-	44
3309983	-	60
3310120	-	117
3310429	-	35
3311786	-	57
3313079	-	624
3314249	-	54
3314415	-	678
3315104	-	125
3315201	-	114
3316146	-	35
3316382	-	30
3316873	-	21
3317453	-	16
3317884	-	45
3318014	-	62
3318899	-	85
3320204	-	34
3322199	-	30
3323094	-	40
3323713	-	119
3324548	-	390
3325201	-	59
3325847	-	431
3326155	-	194
3331667	-	402
3332792	-	78
3332871	-	41
3333596	-	69
3334349	-	23
3335758	-	162
3335932	-	110
3337927	-	490
3339009	-	276
3340479	-	34
3341422	-	50
3343876	-	4790
3346156	-	973
3347198	-	31
3347884	-	2931
3348723	-	393
3348780	-	91
3349114	-	24
3350418	-	48
3351081	-	148
3352031	-	116
3352304	-	67
3354078	-	40
3355079	-	408
3356943	-	335
3357336	-	14
3358002	-	51
3359463	-	44
3363162	-	910
3364542	-	1123
3365590	-	29
3366424	-	132
3367151	-	47
3367984	-	22
3368803	-	141
3369869	-	219
3369903	-	31
3371740	-	75
3372503	-	29
3372592	-	28
3374630	-	64
3375674	-	108
3376016	-	35
3376082	-	17
3376567	-	44
3380386	-	56
3380501	-	44
3381375	-	42
3381382	-	18
3383461	-	22
3385080	-	344
3386500	-	24
3387668	-	36
3388956	-	1194
3388994	-	1239
3389629	-	16
3390865	-	37
3394773	-	166
3395017	-	62
3395046	-	28
3395080	-	30
3397202	-	315
3397778	-	20
3398518	-	35
3399424	-	259
		
3399843	-	71
3401911	-	94
3404979	-	517
3405235	-	25
3405506	-	16
3406260	-	51
3406421	-	32
3407699	-	406
3408875	-	149
3409429	-	807
3410244	-	113
3411180	-	355
3411968	-	301
3413134	-	163
3413296	-	66
3414946	-	2179
3415177	-	2639
3415322	-	2634
3416022	-	112
3418663	-	106
3418963	-	193
3419384	-	723
3420393	-	171
3420905	-	31
3421642	-	38
3422038	-	24
3423210	-	158
3425477	-	293
3425835	-	123
3426488	-	152
3426934	-	31
3427854	-	48
3428506	-	17
3430247	-	45
3430355	-	44
3430828	-	36
3431470	-	99
3431725	-	59
3431921	-	56
3432280	-	34
3433623	-	52
3435408	-	70
3435674	-	15
3436294	-	86
3436682	-	84
3439008	-	832
3441730	-	19
3442157	-	30
3442625	-	40
3442938	-	73
3446038	-	166
3447190	-	132
3447262	-	40
3447322	-	69
3447412	-	70
3448431	-	60
3449841	-	34
3450812	-	29
3455806	-	65
3456927	-	20
3458313	-	19
3458525	-	28
3461749	-	673
3462909	-	151
3463919	-	234
3463937	-	23
3464437	-	99
3464472	-	32
3466094	-	65
3468331	-	11796
3468338	-	170
3468366	-	112
3469265	-	257
3470551	-	71
3471373	-	116
3471376	-	23
3471839	-	36
3473060	-	62
3473885	-	496
3474117	-	33
3475202	-	33
3476581	-	30
3477172	-	376
3477344	-	357
3478982	-	32
3480882	-	164
3481454	-	339
3482686	-	36
3482849	-	94
3483210	-	47
3485926	-	106
3486230	-	20
3486332	-	24
3486910	-	88
3486946	-	38
3489056	-	56
3489159	-	46
3490378	-	65
3491779	-	89
3492021	-	41
3492892	-	205
3494613	-	66
3496405	-	3854
3498251	-	55
3499046	-	202
3500266	-	125
3500785	-	1147
3500900	-	28
3502079	-	194
3503274	-	176
3503300	-	36
3504699	-	200
3505144	-	306
3505277	-	65
3505299	-	87
3505843	-	21
3507470	-	25
3509543	-	616
3509605	-	50
3510579	-	58
3511384	-	150
3511424	-	96
3511877	-	30
3512799	-	55
3513470	-	17
3514279	-	23
3517165	-	21
3518153	-	34
3519228	-	17
3520147	-	14
3525184	-	31
3526041	-	27
3526063	-	44
3526803	-	38
3528536	-	54
3529233	-	44
3531135	-	1379
3531577	-	23
3532514	-	20
3533474	-	100
3534637	-	44
3535410	-	166
3536049	-	30
3536058	-	51
3537387	-	266
3540863	-	991
3540916	-	138
3541361	-	146
3541968	-	126
3542042	-	475
3544136	-	316
3545367	-	87
3545418	-	25
3545833	-	80
3545875	-	77
3546533	-	97
3547395	-	96
3549097	-	28
3549948	-	159
3552216	-	78
3552597	-	61
3553698	-	71
3555140	-	26
3556688	-	136
3557330	-	504
3558901	-	34
3559447	-	62
3559761	-	19
3560535	-	31
3561645	-	45
3562519	-	66
3563214	-	577
3563661	-	125
3564283	-	163
3564906	-	29
3565791	-	19
3567026	-	169
3567150	-	48
3567490	-	31
3569028	-	974
3569139	-	160
3570443	-	15
3571208	-	187
3571317	-	52
3571356	-	95
3572608	-	145
3573708	-	404
3574013	-	48
3580197	-	96
3581898	-	86
3582483	-	526
3582523	-	66
3582654	-	74
3582789	-	67
3583758	-	208
3584324	-	31
3584825	-	245
3584881	-	107
3585246	-	30
3585983	-	996
3587535	-	111
3588800	-	37
3590112	-	18
3590501	-	34
3591566	-	846
3592503	-	189
3594232	-	412
3594749	-	16
3595548	-	97
3595606	-	115
3597831	-	556
3599678	-	691
3599745	-	124
3600218	-	84
3602183	-	502
3602437	-	65
3603319	-	84
3605246	-	31
3607063	-	1746
3607081	-	1642
3608286	-	1045
3608291	-	345
3609733	-	328
3609966	-	78
3610823	-	69
3611230	-	173
3611483	-	299
3611492	-	66
3612503	-	471
3613600	-	364
3614395	-	103
3614458	-	32
3615035	-	42
3616911	-	90
3617382	-	53
3617553	-	67
3620567	-	506
3621462	-	985
3622210	-	38
3622315	-	35
3623104	-	100
3625360	-	55
3625959	-	27
3627337	-	2228
3627562	-	25
3627671	-	26
3629015	-	20
3629717	-	462
3630508	-	238
3630571	-	47
3632020	-	1248
3633288	-	25
3633604	-	37
3636906	-	18
3637514	-	49
3638744	-	674
3639254	-	821
3640373	-	3765
3640422	-	20
3640623	-	17
3640730	-	30
3642885	-	25
3646116	-	55
3646899	-	159
3647702	-	315
3647806	-	261
3647869	-	130
3648172	-	27
3649453	-	41
3649648	-	30
3650195	-	17
3651908	-	58
3653344	-	206
3655779	-	30
3656064	-	86
3656722	-	31
3656816	-	15
3658078	-	169
3658116	-	380
3658741	-	43
3659912	-	139
3660140	-	96
3660423	-	57
3661166	-	66
3662009	-	136
3664082	-	29
3664475	-	33
3668648	-	29
3669403	-	193
3669511	-	96
3669946	-	549
3671791	-	922
3672294	-	48
3672413	-	18
3675173	-	29
3675390	-	74
3677450	-	59
3677570	-	25
3678096	-	15
3679183	-	24
3680365	-	60
3682027	-	100
3682744	-	86
3683021	-	59
3684544	-	49
3684818	-	85
3686010	-	130
3687627	-	214
3688068	-	32
3689017	-	32
3689480	-	64
3690935	-	111
3692091	-	25
3692665	-	34
3694160	-	261
3696302	-	30
3697269	-	58
3697402	-	92
3697860	-	28
3698626	-	370
3700507	-	243
3700740	-	72
3701187	-	2353
3702615	-	204
3704070	-	86
3704766	-	30
3704998	-	26
3705890	-	24
3707373	-	32
3708487	-	359
3709853	-	73
3709869	-	37
3709874	-	32
3710514	-	50
3711542	-	49
3711912	-	23
3712531	-	46
3713082	-	28
3714512	-	146
3715437	-	68
3715574	-	39
3718362	-	42
3718383	-	34
3720417	-	28
3721379	-	64
3723212	-	18
3723805	-	270
3726022	-	492
3727644	-	60
3731316	-	96
3732534	-	71
3736089	-	22
3736216	-	18
3736745	-	27
3740480	-	67
3743131	-	23
3743769	-	49
3745601	-	52
3747503	-	366
3748009	-	52
3748042	-	21
3750776	-	23
3751385	-	42
3751676	-	27
3752402	-	67
3753387	-	34
3753919	-	32
3755196	-	60
3755621	-	78
3756712	-	55
3757277	-	17
3758521	-	78
3758614	-	31
3762725	-	30
3762812	-	26
3766438	-	18
3767768	-	28
3767954	-	40
3769170	-	100
3770820	-	194
3772634	-	65
3772735	-	56
3773272	-	55
3774391	-	55
3775190	-	42
3775528	-	83
3777803	-	255
3781159	-	120
3782552	-	17
3784954	-	335
3785432	-	25
3785490	-	15
3786291	-	86
3786637	-	580
3789238	-	18
3791317	-	27
3791369	-	19
3792189	-	26
3792683	-	38
3793505	-	45
3794492	-	37
3794621	-	13
3795301	-	103
3795992	-	25
3796543	-	30
3797099	-	35
3797569	-	42
3798095	-	33
3798389	-	38
3799021	-	148
3800091	-	425
3800273	-	153
3801630	-	53
3803020	-	17
3804988	-	150
3805094	-	85
3805433	-	79
3805565	-	160
3806330	-	106
3808617	-	209
3809584	-	12
3810216	-	44
3811844	-	75
3812404	-	57
3814263	-	362
3814265	-	225
3814389	-	18
3814950	-	57
3816286	-	55
3817360	-	30
3821046	-	29
3821793	-	30
3822187	-	496
3822207	-	29
3823989	-	43
3824026	-	810
3824814	-	398
3825174	-	314
3825448	-	48
3825474	-	28
3826412	-	56
3827131	-	15
3828907	-	117
3828942	-	139
3831733	-	1117
3831888	-	120
3833784	-	370
3833845	-	889
3833914	-	61
3834470	-	36
3835367	-	35
3835607	-	30
3837638	-	3256
3839044	-	239
3839795	-	102
3841574	-	270
3842420	-	397
3844829	-	240
3847346	-	1089
3847356	-	24
3847374	-	175
3847818	-	520
3848003	-	14
3848847	-	45
3848989	-	59
3849457	-	276
3849471	-	29
3850839	-	28
3854158	-	126
3855003	-	478
3855238	-	136
3857069	-	197
3857115	-	26
3857755	-	49
3858146	-	53
3858156	-	12
3859207	-	111
3860132	-	180
3860156	-	37
3860816	-	24
3861553	-	42
3861583	-	178
3862689	-	1248
3863443	-	68
3864757	-	23
3867083	-	20
3868510	-	93
3870999	-	96
3871273	-	44
3871548	-	18
3873030	-	204
3873596	-	23
3874492	-	27
3877311	-	235
3877633	-	58
3877641	-	26
3880983	-	1084
3880987	-	6006
3881264	-	72
3882097	-	53
3883042	-	22
3884974	-	29
3885031	-	35
3885320	-	27
3886015	-	27
3886459	-	79
3888364	-	138
3888692	-	47
3890119	-	25
3891947	-	48
3892494	-	49
3892534	-	41
3893392	-	37
3893939	-	117
3893974	-	54
3894111	-	56
3894898	-	51
3897733	-	186
3899978	-	33
3900627	-	76
3900840	-	21
3901349	-	80
3901936	-	43
3902234	-	33
3902645	-	14
3903047	-	210
3903165	-	125
3903474	-	33
3903589	-	22
3904282	-	62
3905664	-	53
3907697	-	2012
3908245	-	59
3909565	-	82
3911923	-	197
3914220	-	50
3918694	-	45
3919407	-	103
3920248	-	110
3920280	-	56
3920435	-	48
3921128	-	252
3922474	-	152
3922517	-	61
3922623	-	16
3923256	-	115
3924879	-	29
3926949	-	18
3931138	-	33
3932550	-	37
3937467	-	34
3938470	-	108
3938666	-	59
3938838	-	27
3939439	-	231
3939661	-	105
3939741	-	44
3939760	-	34
3945896	-	31
3951428	-	20
3952643	-	71
3954063	-	41
3954878	-	41
3956460	-	66
3957824	-	1190
3959564	-	55
3959583	-	36
3961343	-	71
3961549	-	38
3961935	-	18
3962035	-	47
3962503	-	64
3965403	-	302
3965432	-	207
3967999	-	14
3968517	-	56
3969123	-	55
3972662	-	35
3973840	-	19
3975521	-	95
3975631	-	79
3976354	-	42
3976995	-	66
3977429	-	51
3978544	-	53
3979332	-	79
3979933	-	63
3980828	-	20
3983752	-	39
3983954	-	72
3984581	-	77
3985645	-	86
3985699	-	41
3987408	-	195
3987830	-	17
3988193	-	64
3989277	-	684
3992878	-	57
3993356	-	27
3995880	-	58
3997810	-	427
3998080	-	54
3998906	-	73
3999833	-	22
4000816	-	21
4001771	-	255
4001779	-	97
4003303	-	30
4008361	-	60
4008811	-	16
4010442	-	44
4011073	-	95
4011752	-	28
4012478	-	364
4012782	-	22
4014720	-	54
4016137	-	21
4016447	-	39
4018347	-	144
4022797	-	60
4023202	-	37
4023986	-	363
4024440	-	156
4024526	-	104
4025740	-	6267
4025743	-	9351
4026115	-	45
4026403	-	43
4028145	-	69
4028175	-	24
4029137	-	89
4029276	-	38
4029941	-	838
4030673	-	296
4030723	-	15
4033372	-	78
4033935	-	43
4034213	-	30
4035562	-	77
4035876	-	45
4036647	-	14
4036758	-	14
4038265	-	88
4038271	-	21
4039594	-	23
4040938	-	2578
4041544	-	2236
4041561	-	84
4043123	-	121
4043616	-	57
4044060	-	294
4045265	-	51
4046358	-	380
4046421	-	33
4047675	-	291
4047958	-	63
4048288	-	16
4049588	-	62
4051438	-	91
4053113	-	221
4053731	-	88
4054556	-	62
4056621	-	5001
4056666	-	23
4056724	-	33
4056863	-	70
4059123	-	30
4060345	-	21
4060807	-	67
4061593	-	28
4064040	-	368
4064679	-	33
4065401	-	23
4066095	-	32
4067481	-	191
4067512	-	49
4067737	-	53
4068633	-	208
4068860	-	54
4069252	-	58
4069320	-	36
4069441	-	26
4070185	-	59
4071256	-	28
4072020	-	49
4073790	-	249
4077474	-	101
4078725	-	53
4080963	-	1630
4081041	-	20
4082108	-	52
4083199	-	664
4083227	-	27
4083259	-	31
4083756	-	24
4085503	-	27
4086141	-	26
4087558	-	828
4087602	-	190
4087739	-	49
4087800	-	119
4088367	-	171
4088882	-	2140
4091921	-	34
4095696	-	54
4095710	-	11
4096941	-	274
4097211	-	25
4098095	-	24
4099655	-	2566
4100847	-	28
4101447	-	21
4102576	-	18
4103591	-	69
4103942	-	24
4105430	-	34
4107262	-	64
4107697	-	49
4107768	-	45
4108779	-	28
4109355	-	249
4109886	-	108
4110698	-	46
4113531	-	22
4114638	-	145
4114718	-	49
4114724	-	108
4114912	-	30
4115968	-	350
4116123	-	377
4116515	-	70
4117072	-	26
4117380	-	24
4118273	-	142
4118869	-	1356
4118939	-	50
4120320	-	64
4120359	-	231
4121876	-	598
4122031	-	99
4122499	-	57
4122991	-	30
4123251	-	24
4124296	-	14
4125975	-	271
4126290	-	64
4127633	-	42
4127787	-	35
4129287	-	4588
4129899	-	177
4130535	-	680
4131025	-	298
4131751	-	51
4132981	-	241
4133315	-	45
4133552	-	32
4134658	-	36
4134677	-	47
4136232	-	54
4137292	-	450
4137470	-	112
4139452	-	45
4139579	-	51
4139940	-	52
4139940	-	52
4140645	-	333
4141541	-	21
4141562	-	23
4144522	-	41
4145016	-	26
4146235	-	88
4146322	-	29
4148433	-	144
4148447	-	17
4148496	-	123
4149183	-	210
4149658	-	95
4149700	-	26
4150077	-	524
4150096	-	41
4151304	-	63
4151412	-	26
4152983	-	148
4152996	-	45
4153690	-	618
4155919	-	39
4156907	-	425
4159954	-	49
4160506	-	24
4161152	-	450
4161219	-	40
4162504	-	204
4163199	-	434
4163858	-	15
4163904	-	16
4164461	-	26
4166253	-	106
4166739	-	182
4166909	-	210
4167207	-	39
4168459	-	479
4169297	-	33
4170898	-	38
4171503	-	260
4171526	-	100
4172250	-	34
4172300	-	23
4172863	-	36
4173552	-	55
4174378	-	498
4174522	-	25
4174574	-	15
4175065	-	28
4177707	-	47
4179732	-	46
4179868	-	63
4180008	-	89
4180766	-	35
		
4181903	-	48
4182525	-	19
4182985	-	33
4183796	-	20
4184720	-	63
4184731	-	48
4185179	-	54
4186068	-	357
4187623	-	101
4187792	-	294
4188135	-	30
4188815	-	23
4190932	-	210
4191247	-	84
4191353	-	59
4191432	-	50
4192037	-	92
4193492	-	207
4193522	-	42
4195551	-	64
4195813	-	20
4196278	-	33
4196770	-	39
4196816	-	40
4198830	-	2833
4199147	-	19
4199398	-	28
4199619	-	24
4200423	-	505
4200703	-	23
4200782	-	21
4202066	-	415
4202205	-	43
4203621	-	63
4204053	-	35
4205551	-	205
4207095	-	172
4209048	-	184
4209053	-	146
4209569	-	80
4209697	-	35
4210812	-	34
4211354	-	232
4211618	-	153
4212002	-	283
4212033	-	21
4212854	-	35
4214153	-	497
4215944	-	113
4216072	-	43
4216449	-	21
4217240	-	106
4217278	-	384
4219003	-	74
4220411	-	49
4220690	-	64
4222846	-	27
4223507	-	25
4225149	-	903
4225176	-	89
4225570	-	23
4226059	-	106
4227686	-	60
4228821	-	59
4229446	-	65
4229872	-	24
4229933	-	47
4230790	-	36
4231148	-	38
4231501	-	135
4232274	-	36
4233393	-	52
4233775	-	47
4234116	-	19
4234135	-	14
4234808	-	33
4234876	-	25
4234886	-	27
4236184	-	79
4236806	-	48
4236885	-	53
4238100	-	52
4241491	-	29
4241541	-	17
4242251	-	19
4246919	-	147
4248582	-	40
4248868	-	20
4250636	-	74
4251061	-	35
4251391	-	49
4252467	-	31
4254460	-	47
4256326	-	248
4256346	-	35
4262218	-	35
4263388	-	1083
4263421	-	1010
4263632	-	39
4264121	-	52
4264630	-	583
4264751	-	34
4265707	-	989
4266928	-	4165
4267099	-	28
4268244	-	113
4269095	-	244
4272664	-	39
4273062	-	24
4273143	-	17
4273645	-	173
4273793	-	63
4274126	-	177
4274515	-	217
4274901	-	82
4275712	-	172
4275789	-	30
4276616	-	42
4277342	-	77
4278158	-	109
4278561	-	24
4280192	-	64
4281749	-	28
4283901	-	35
4284234	-	21
4285070	-	39
4285092	-	23
4286042	-	151
4286343	-	22
4287102	-	82
4288707	-	35
4288887	-	25
4290171	-	33
4293279	-	26
4293328	-	24
4296336	-	37
4298133	-	50
4298675	-	21
4299793	-	1542
4300007	-	28
4300200	-	40
4300488	-	24
4300641	-	20
4301364	-	107
4301366	-	56
4303247	-	166
4303361	-	127
4303546	-	113
4305196	-	43
4306362	-	127
4306989	-	59
4307025	-	22
4308767	-	37
4309097	-	37
4309740	-	48
4310562	-	30
4311106	-	26
4311809	-	28
4312036	-	334
4312847	-	366
4313948	-	56
4314355	-	48
4315740	-	125
4316220	-	136
4316774	-	485
4316904	-	121
4317204	-	26
4317234	-	66
4318501	-	73
4318936	-	30
4319894	-	31
4320039	-	52
4320712	-	251
4320849	-	48
4320887	-	41
4321098	-	24
4321558	-	30
4322101	-	57
4322238	-	23
4324402	-	66
4326927	-	149
4327651	-	485
4329795	-	820
4330135	-	677
4331947	-	29
4332606	-	124
4333298	-	354
4336446	-	269
4336485	-	354
4336553	-	25
4336863	-	122
4338679	-	275
4339348	-	38
4341858	-	344
4342588	-	48
4343044	-	30
4344395	-	45
4345237	-	83
4345651	-	34
4346773	-	38
4346862	-	32
4350774	-	36
4351657	-	155
4354013	-	96
4354652	-	212
4355388	-	185
4356541	-	43
4357204	-	25
4358329	-	46
4360187	-	263
4362129	-	1289
4362294	-	36
4362768	-	64
4363144	-	27
4364146	-	131
4365012	-	750
4365019	-	45
4365618	-	37
4368536	-	30
4368860	-	32
4369527	-	20
4370831	-	51
4371289	-	32
4372884	-	127
4374602	-	994
4376207	-	846
4376350	-	93
4376901	-	47
4377826	-	94
4378103	-	69
4378119	-	78
4381326	-	43
4382858	-	251
4383107	-	75
4384236	-	382
4384360	-	18
4385033	-	27
4385850	-	99
4386950	-	62
4387336	-	57
4387473	-	72
4388217	-	76
4388456	-	43
4391209	-	88
4391798	-	324
4393251	-	306
4394447	-	30
4395580	-	33
4396601	-	40
4397175	-	42
4397334	-	31
4397737	-	57
4398000	-	78
4398051	-	34
4398339	-	33
4398351	-	28
4399569	-	171
4399675	-	68
4400152	-	80
4401068	-	148
4402480	-	26
4402932	-	41
4403025	-	27
4403299	-	32
4405416	-	545
4405724	-	779
4406748	-	32
4406893	-	26
4407810	-	39
4408240	-	243
4408424	-	44
4408913	-	86
4411264	-	3061
