TU_name	TU_start_site	TU_end_site	Length	TU_Direction	Coding_start	Coding_end	Include_essential_gene_or_not	Included_gene_number	leaderless_gene_check	included_genes	TSS_peak	TSS_extention_end	elongation_check_start_site	elongation_check_end_site	elongation_check_length	Selected_for_coding_TU_or_not	initial_expression	elongation_ratio(PF)
TU_233	419779	424134	4355	+	419835	424019	ES	non_leaderless	4	RVBD_0350:RVBD_0351:RVBD_0352:RVBD_0353	419779	420029	420231	424019	3789	selected	816.33	0.82
TU_234	424029	434763	10734	-	424144	434680	NS	non_leaderless	2	RVBD_0354c:RVBD_0355c	434763	434410	434409	424144	10266	selected	127.28	0.07
TU_235	434773	436826	2053	-	434831	436770	ES	non_leaderless	2	RVBD_0356c:RVBD_0357c	436826	436451	436450	434831	1620	selected	124.39	0.22
TU_237	437519	438293	774	+	437519	438298	NS	leaderless_TSS	1	RVBD_0359	437519	437705	437854	438298	445	selected	66.06	0.29
TU_239	438791	441256	2465	+	438823	441254	NS	non_leaderless	2	RVBD_0361:RVBD_0362	438791	439025	439172	441254	2083	selected	301.06	0.11
TU_240	441264	442326	1062	-	441266	442300	ES	non_leaderless	1	RVBD_0363c	442326	441887	441886	441266	621	selected	184.95	0.63
TU_242	443089	445260	2171	-	443068	445234	NS	non_leaderless	3	RVBD_0365c:RVBD_0366c:RVBD_0367c	445260	444852	444851	443068	1784	selected	160.18	0.28
TU_243	445270	454373	9103	-	445315	454373	NS	non_leaderless	9	RVBD_0368c:RVBD_0369c:RVBD_0370c:RVBD_0371c:RVBD_0372c:RVBD_0373c:RVBD_0374c:RVBD_0375c:RVBD_0376c	454397	454066	454065	445315	8751	selected	25.41	0.24
TU_244	454421	455968	1547	+	454422	455859	NS	leaderless_TSS	2	RVBD_0377:RVBD_0378	454421	454641	454740	455859	1120	selected	26.46	0.31
TU_246	456207	459317	3110	-	456269	459316	ES	leaderless_TSS	4	RVBD_0380c:RVBD_0381c:RVBD_0382c:RVBD_0383c	459317	458899	458898	456269	2630	selected	750.66	0.11
TU_247	459312	462042	2730	-	459457	462003	ES	non_leaderless	1	RVBD_0384c	462042	461604	461603	459327	2277	selected	94	0.88
TU_248	462134	463390	1256	+	462136	463308	NS	leaderless_TSS	1	RVBD_0385	462134	462361	462489	462664	176	selected	64.17	0.3
TU_249	463395	466663	3268	+	463412	466669	NS	non_leaderless	1	RVBD_0386	463607	463855	463910	466669	2760	selected	178.35	0.12
TU_250	466679	468247	1568	-	466673	468004	NS	non_leaderless	1	RVBD_0387c	468247	467871	467870	466673	1198	selected	42.74	0.12
TU_251	468338	469584	1246	+	468338	469597	NS	non_leaderless	1	RVBD_0389	468298	468548	468738	469584	847	selected	45.52	1.01
TU_252	469594	471220	1626	+	469594	471233	NS	leaderless_TSS	2	RVBD_0390:RVBD_0391	469594	469865	470070	471233	1164	selected	211.84	0.42
TU_253	471243	472672	1429	-	471230	472642	NS	non_leaderless	1	RVBD_0392c	472672	472307	472306	471230	1077	selected	60.26	0.58
TU_254	472784	474115	1331	+	472784	474109	NS	non_leaderless	1	RVBD_0393	472784	473034	473034	474109	1076	selected	2.81	0.51
TU_255	474119	474844	725	-	474125	474844	NS	leaderless_TSS	1	RVBD_0394c	474844	474509	474508	474390	119	selected	19.91	0.05
TU_256	474943	476356	1413	+	474943	476187	NS	non_leaderless	3	RVBD_0395:RVBD_0396:RVBD_0397	474943	475193	475193	476187	995	selected	5.89	0.59
TU_258	476655	479756	3101	-	476682	479756	NS	leaderless_TSS	3	RVBD_0398c:RVBD_0399c:RVBD_0400c	479756	479262	479261	476682	2580	selected	39.33	0.45
TU_260	480173	483785	3612	-	480358	483659	NS	non_leaderless	2	RVBD_0402c:RVBD_0403c	483785	483120	483119	480358	2762	selected	49.08	0.4
TU_261	483833	489880	6047	+	483980	489942	ES	non_leaderless	2	RVBD_0404:RVBD_0405	483833	484038	484222	486968	2747	selected	62.94	0.54
TU_262	489952	490708	756	-	489890	490708	NS	non_leaderless	1	RVBD_0406c	490648	490319	490318	489890	429	selected	37.08	0.36
TU_263	490786	495055	4269	+	490786	495011	NS	leaderless_TSS	3	RVBD_0407:RVBD_0408:RVBD_0409	490786	490973	491297	494739	3443	selected	68.68	0.37
TU_264	495021	499666	4645	-	495065	499622	NS	non_leaderless	3	RVBD_0410c:RVBD_0411c:RVBD_0412c	499666	499200	499199	495065	4135	selected	494.44	0.96
TU_267	501054	503493	2439	+	501151	503127	ES	non_leaderless	3	RVBD_0415:RVBD_0416:RVBD_0417	501054	501302	501368	503127	1760	selected	134.97	0.27
TU_268	503498	505049	1551	+	503499	505001	NS	leaderless_TSS	1	RVBD_0418	503498	503748	503995	505001	1007	selected	248.81	0.25
TU_269	505054	506554	1500	+	505089	506585	NS	non_leaderless	1	RVBD_0419	505054	505259	505383	506585	1203	selected	454.62	0.41
TU_271	507053	510325	3272	-	507135	510228	ES	non_leaderless	3	RVBD_0421c:RVBD_0422c:RVBD_0423c	510325	509950	509949	507135	2815	selected	191.72	0.41
TU_272	510335	513215	2880	-	510380	510655	NS	non_leaderless	1	RVBD_0424c	513215	512829	512828	510380	2449	selected	284.1	0.33
TU_273	513225	515861	2636	-	510705	515819	NS	non_leaderless	2	RVBD_0425c:RVBD_0426c	515861	515384	515383	513225	2159	selected	313.02	0.22
TU_274	515856	516899	1043	-	516020	516895	NS	non_leaderless	1	RVBD_0427c	516899	516499	516498	515947	552	selected	79.94	0.33
TU_275	516909	518404	1495	-	516898	518399	ES	non_leaderless	2	RVBD_0428c:RVBD_0429c	518404	517852	517851	516909	943	selected	28.41	0.86
TU_276	518663	519593	930	+	518736	519570	ES	non_leaderless	2	RVBD_0430:RVBD_0431	518663	518946	519143	519570	428	selected	1155.08	0.25
TU_277	519603	522340	2737	+	519603	522170	NS	leaderless_TSS	3	RVBD_0432:RVBD_0433:RVBD_0434	519603	519846	519954	522170	2217	selected	292.06	0.37
TU_278	522180	526089	3909	-	522350	526085	NS	non_leaderless	3	RVBD_0435c:RVBD_0436c:RVBD_0437c	526089	525740	525739	522232	3508	selected	83.08	0.76
TU_279	526099	527363	1264	-	526146	527363	NS	leaderless_TSS	1	RVBD_0438c	527363	526975	526974	526146	829	selected	76.72	0.49
TU_280	527373	528317	944	-	527382	528317	NS	leaderless_TSS	1	RVBD_0439c	528317	527918	527917	527382	536	selected	46.23	0.57
TU_281	528429	530297	1868	+	528611	530233	ES	non_leaderless	1	RVBD_0440	528429	528785	528972	530233	1262	selected	1738.88	1.14
TU_283	530737	532217	1480	-	530754	532217	NS	leaderless_TSS	1	RVBD_0442c	532217	531890	531889	530754	1136	selected	67.63	0.24
TU_285	532924	534400	1476	-	533094	534399	NS	leaderless_TSS	2	RVBD_0444c:RVBD_0445c	534400	533968	533967	533094	874	selected	206.25	0.37
TU_286	534410	535483	1073	-	534448	535218	NS	non_leaderless	1	RVBD_0446c	535483	535125	535124	534448	677	selected	191.98	0.17
TU_287	535493	538553	3060	-	535227	538551	NS	leaderless_TSS	3	RVBD_0447c:RVBD_0448c:RVBD_0449c	538553	538304	538303	535684	2620	selected	81.3	0.1
TU_288	538563	542018	3455	-	538591	541913	NS	non_leaderless	2	RVBD_0450c:RVBD_0451c	542018	541571	541570	538958	2613	selected	426.39	0.39
TU_289	542163	545368	3205	+	542145	545188	NS	non_leaderless	3	RVBD_0452:RVBD_0453:RVBD_0454	542163	542434	542538	545188	2651	selected	195.15	0.07
TU_291	545839	548248	2409	-	545892	547520	NS	non_leaderless	3	RVBD_0456c:RVBD_0456A:RVBD_0456B	548248	547918	547917	547494	424	selected	106.7	0.19
TU_292	548258	549610	1352	-	547589	549610	NS	leaderless_TSS	1	RVBD_0457c	549610	549173	549172	548258	915	selected	33.48	0.4
TU_293	549647	551708	2061	+	549678	551692	NS	non_leaderless	2	RVBD_0458:RVBD_0459	549647	549897	549963	551692	1730	selected	25.89	0.96
TU_294	551713	552607	894	+	551752	552553	NS	non_leaderless	2	RVBD_0460:RVBD_0461	551713	552015	552119	552553	435	selected	514.59	0.35
TU_295	552617	554306	1689	+	552617	554312	ES	leaderless_TSS	2	RVBD_0462:RVBD_0463	552617	552892	553010	554312	1303	selected	658.67	0.38
TU_296	554322	555124	802	-	554316	554888	NS	non_leaderless	1	RVBD_0464c	555124	554766	554765	554316	450	selected	195.54	0.47
TU_297	555134	556309	1175	-	554885	556309	NS	leaderless_TSS	1	RVBD_0465c	556309	555925	555924	555135	790	selected	113.83	0.34
TU_298	556408	557434	1026	+	556461	557255	NS	non_leaderless	1	RVBD_0466	556408	556737	556857	557255	399	selected	706.51	0.35
TU_299	557439	559859	2420	+	557530	559758	ES	non_leaderless	2	RVBD_0467:RVBD_0468	557439	557715	557833	559758	1926	selected	694.54	0.44
TU_300	559864	560841	977	+	559891	560751	NS	non_leaderless	1	RVBD_0469	559864	560114	560309	560751	443	selected	396.96	0.71
TU_301	560761	561790	1029	-	560851	561714	NS	non_leaderless	1	RVBD_0470c	561790	561338	561337	560851	487	selected	528.87	0.44
TU_302	561800	563455	1655	-	561857	563430	NS	non_leaderless	3	RVBD_0470A:RVBD_0471c:RVBD_0472c	563455	562936	562935	561857	1079	selected	411.48	0.19
TU_303	563570	564986	1416	+	563567	564937	NS	leaderless_TSS	1	RVBD_0473	563570	563858	563986	564713	728	selected	168.94	0.56
TU_304	564991	566466	1475	+	565024	566399	NS	non_leaderless	2	RVBD_0474:RVBD_0475	564991	565260	565461	566399	939	selected	1785.53	0.46
TU_305	566487	567914	1427	+	566511	567899	NS	non_leaderless	3	RVBD_0476:RVBD_0477:RVBD_0478	566487	566737	566887	567899	1013	selected	797.91	0.17
TU_306	567909	568970	1061	-	567924	568970	ES	non_leaderless	1	RVBD_0479c	568970	568640	568639	567924	716	selected	593.91	0.22
TU_307	568980	569809	829	-	568967	569809	NS	leaderless_TSS	1	RVBD_0480c	569809	569477	569476	569236	241	selected	43.17	1.16
TU_309	570542	571745	1203	+	570542	571651	ES	leaderless_TSS	1	RVBD_0482	570542	570792	571406	571651	246	selected	34.03	1.79
TU_310	571755	573039	1284	+	571713	573068	NS	non_leaderless	1	RVBD_0483	571755	572054	572162	573068	907	selected	1100.39	0.55
TU_311	573078	573808	730	-	573049	573804	NS	non_leaderless	1	RVBD_0484c	573808	573430	573429	573049	381	selected	94.92	0.49
TU_312	573840	575350	1510	+	573987	575303	NS	non_leaderless	1	RVBD_0485	573840	574044	574187	575303	1117	selected	826.61	0.79
TU_313	575360	578419	3059	+	575351	578272	NS	non_leaderless	3	RVBD_0486:RVBD_0487:RVBD_0488	575360	575653	575677	578272	2596	selected	1310.06	0.16
TU_314	578429	579288	859	+	578429	579178	NS	leaderless_TSS	1	RVBD_0489	578429	578673	578852	579178	327	selected	193.47	0.55
TU_315	579352	581482	2130	+	579352	581495	NS	leaderless_TSS	2	RVBD_0490:RVBD_0491	579352	579697	579785	581495	1711	selected	954.12	0.27
TU_316	581505	584685	3180	-	581492	584693	NS	non_leaderless	3	RVBD_0492c:RVBD_0492A:RVBD_0493c	584685	584316	584315	582790	1526	selected	14.65	0.42
TU_317	584698	585417	719	+	584698	585426	NS	non_leaderless	1	RVBD_0494	584706	585031	585166	585426	261	selected	12.97	0.21
TU_318	585436	586317	881	-	585427	586317	NS	non_leaderless	1	RVBD_0495c	586221	585809	585808	585427	382	selected	174.32	0.69
TU_319	586349	587094	745	+	586397	587383	NS	non_leaderless	1	RVBD_0496	586349	586432	586629	586713	85	selected	93.11	0.01
TU_320	587104	590088	2984	+	587380	590061	NS	non_leaderless	3	RVBD_0497:RVBD_0498:RVBD_0499	587104	587354	587510	589889	2380	selected	264.68	0.25
TU_321	590098	591039	941	+	590086	590973	ES	non_leaderless	1	RVBD_0500	590098	590394	590483	590973	491	selected	155.82	0.5
TU_323	591450	592707	1257	+	591478	592787	NS	non_leaderless	2	RVBD_0500B:RVBD_0501	591450	591703	591783	592707	925	selected	3846.09	0.08
TU_324	592717	593864	1147	+	592794	593870	NS	non_leaderless	1	RVBD_0502	592717	592980	593123	593870	748	selected	892.6	0.31
TU_325	593880	594782	902	-	593874	594782	NS	leaderless_TSS	1	RVBD_0503c	594782	594363	594362	593874	489	selected	349.88	0.45
TU_327	595466	596588	1122	-	595467	596588	NS	non_leaderless	1	RVBD_0505c	596436	596187	596186	595467	720	selected	64.27	1.7
TU_328	596658	599841	3183	+	596762	600108	NS	non_leaderless	2	RVBD_0506:RVBD_0507	596658	596953	597060	600108	3049	selected	249.21	0.19
TU_330	600400	602288	1888	+	600444	602789	ES	non_leaderless	2	RVBD_0509:RVBD_0510	600400	600655	600795	602288	1494	selected	608.92	0.61
TU_331	602298	608052	5754	+	602822	608065	ES	non_leaderless	5	RVBD_0511:RVBD_0512:RVBD_0513:RVBD_0514:RVBD_0515	602298	602543	602667	607047	4381	selected	1338.59	0.18
TU_333	608719	610120	1401	+	608749	610059	NS	non_leaderless	1	RVBD_0517	608719	608974	609080	609820	741	selected	338.4	0.14
TU_334	610125	611165	1040	+	610191	610886	NS	non_leaderless	1	RVBD_0518	610125	610255	610375	610886	512	selected	88.45	0.23
TU_335	611077	612027	950	-	611175	612077	NS	non_leaderless	1	RVBD_0519c	612027	611592	611591	611175	417	selected	113.92	0.54
TU_337	612911	614319	1408	+	613041	614345	NS	non_leaderless	1	RVBD_0522	612911	613181	613288	614345	1058	selected	202.94	0.16
TU_339	614838	619744	4906	+	614838	619897	ES	leaderless_TSS	5	RVBD_0524:RVBD_0525:RVBD_0526:RVBD_0527:RVBD_0528	614838	615124	615261	619744	4484	selected	323.8	0.29
TU_340	619754	620826	1072	+	619894	620868	ES	non_leaderless	1	RVBD_0529	619754	619974	620081	620826	746	selected	138.72	0.53
TU_341	620836	622114	1278	+	620910	622127	NS	non_leaderless	1	RVBD_0530	620836	621167	621359	622127	769	selected	190.64	0.36
TU_343	622332	624466	2134	+	622332	624580	NS	leaderless_TSS	2	RVBD_0531:RVBD_0532	622332	622603	622789	624580	1792	selected	131.81	0.12
TU_344	624590	625554	964	-	624476	625483	NS	non_leaderless	1	RVBD_0533c	625554	625088	625087	624476	612	selected	70.16	0.46
TU_345	625564	626443	879	-	625565	626443	ES	leaderless_TSS	1	RVBD_0534c	626443	626020	626019	625565	455	selected	76.28	0.45
TU_346	626445	628291	1846	+	626460	628291	NS	non_leaderless	2	RVBD_0535:RVBD_0536	626445	626695	626782	628291	1510	selected	28.72	0.56
TU_347	628301	629967	1666	-	628301	629734	NS	non_leaderless	1	RVBD_0537c	629967	629592	629591	628301	1291	selected	252.56	0.5
TU_348	629938	633048	3110	+	630043	633037	NS	non_leaderless	3	RVBD_0538:RVBD_0539:RVBD_0540	629938	630180	630318	633037	2720	selected	66.68	0.28
TU_349	633047	635927	2880	-	633058	635878	ES	non_leaderless	3	RVBD_0541c:RVBD_0542c:RVBD_0543c	635927	635513	635512	633058	2455	selected	393.52	0.13
TU_350	635937	637545	1608	-	635938	637466	NS	non_leaderless	2	RVBD_0544c:RVBD_0545c	637545	637079	637078	635938	1141	selected	1167.11	0.23
TU_352	637982	638919	937	-	638035	638919	NS	leaderless_TSS	1	RVBD_0547c	638919	638526	638525	638401	125	selected	102.39	0.48
TU_353	638929	639982	1053	-	639015	639959	ES	non_leaderless	1	RVBD_0548c	639982	639558	639557	639015	543	selected	179.21	0.43
TU_354	639977	640864	887	-	640231	640907	NS	non_leaderless	2	RVBD_0549c:RVBD_0550c	640864	640437	640436	639992	445	selected	103.05	0.63
TU_355	640874	642814	1940	-	641099	642814	NS	leaderless_TSS	1	RVBD_0551c	642814	642492	642491	641099	1393	selected	28.39	0.44
TU_356	642892	644393	1501	+	642892	644496	ES	leaderless_TSS	1	RVBD_0552	642892	643142	643316	644393	1078	selected	41.02	0.22
TU_357	644403	645460	1057	+	644493	645473	ES	non_leaderless	1	RVBD_0553	644403	644679	644680	645460	781	selected	45.49	0.14
TU_358	645470	646291	821	+	645470	646258	NS	leaderless_TSS	1	RVBD_0554	645470	645648	645873	646258	386	selected	67.19	0.7
TU_359	646301	649682	3381	+	646301	649675	ES	leaderless_TSS	3	RVBD_0555:RVBD_0556:RVBD_0557	646301	646510	646663	648857	2195	selected	170.66	0.28
TU_360	649692	650400	708	+	649692	650396	ES	leaderless_TSS	1	RVBD_0558	649692	649964	650089	650396	308	selected	134.5	0.79
TU_362	650758	651459	701	-	650782	651507	NS	non_leaderless	1	RVBD_0560c	651459	650980	650979	650782	198	selected	75.06	0.81
TU_363	651469	652752	1283	-	651532	652758	NS	non_leaderless	1	RVBD_0561c	652752	652364	652363	651532	832	selected	26.93	0.35
TU_364	652774	653835	1061	+	652774	653781	ES	leaderless_TSS	1	RVBD_0562	652774	653054	653226	653781	556	selected	375.45	0.42
TU_365	653840	654917	1077	+	653882	654742	NS	non_leaderless	1	RVBD_0563	653840	654090	654280	654742	463	selected	316.64	0.61
TU_366	654752	655956	1204	-	654927	655952	NS	non_leaderless	1	RVBD_0564c	655956	655524	655523	654927	597	selected	47.28	0.63
TU_367	655966	658075	2109	-	656013	658042	NS	non_leaderless	2	RVBD_0565c:RVBD_0566c	658075	657423	657422	656013	1410	selected	62.25	0.28
TU_368	658112	659447	1335	+	658112	659343	NS	leaderless_TSS	2	RVBD_6004:RVBD_0567	658280	658530	658723	659343	621	selected	151.53	0.83
TU_369	659452	660982	1530	+	659453	660871	NS	leaderless_TSS	1	RVBD_0568	659452	659702	659864	660222	359	selected	271.14	0.36
TU_370	660987	663449	2462	+	661006	663376	NS	non_leaderless	2	RVBD_0569:RVBD_0570	660987	661237	661510	663376	1867	selected	841.77	0.41
TU_371	663404	665820	2416	-	663490	665386	NS	non_leaderless	2	RVBD_0571c:RVBD_0572c	665820	665437	665436	663490	1947	selected	349.02	0.38
TU_372	665410	668458	3048	-	665854	668397	NS	non_leaderless	2	RVBD_0573c:RVBD_0574c	668458	668209	668208	666176	2033	selected	481.39	0.07
TU_373	668453	669748	1295	-	668582	669748	NS	leaderless_TSS	1	RVBD_0575c	669751	669502	669501	668468	1034	selected	7.17	0.68
TU_374	669840	671989	2149	+	669851	671954	NS	non_leaderless	2	RVBD_0576:RVBD_0577	669840	670090	670161	671954	1794	selected	257.82	0.36
TU_375	671964	676034	4070	-	671999	675919	NS	non_leaderless	1	RVBD_0578c	676034	675748	675747	671999	3749	selected	739.7	0.04
TU_376	676241	677118	877	+	676241	676999	NS	leaderless_TSS	1	RVBD_0579	676058	676196	676430	676465	36	selected	83.61	0.01
TU_379	678342	679123	781	-	678392	679078	NS	non_leaderless	1	RVBD_0583c	679123	678818	678817	678392	426	selected	53.66	0.64
TU_380	679232	681878	2646	+	679232	681865	NS	non_leaderless	1	RVBD_0584	679232	679482	679482	681657	2176	selected	43.52	0.13
TU_381	681875	684275	2400	-	681888	684275	NS	non_leaderless	1	RVBD_0585c	684331	683918	683917	681888	2030	selected	24.14	0.47
TU_382	684413	685929	1516	+	684413	685929	NS	leaderless_TSS	2	RVBD_0586:RVBD_0587	684413	684661	684761	685929	1169	selected	392.25	0.34
TU_383	685939	694832	8893	+	685931	694790	NS	non_leaderless	8	RVBD_0588:RVBD_0589:RVBD_0590:RVBD_0590A:RVBD_0591:RVBD_0592:RVBD_0593:RVBD_0594	685939	686187	686247	693850	7604	selected	252.48	0.15
TU_385	695499	697806	2307	-	695671	697803	NS	leaderless_TSS	3	RVBD_0597c:RVBD_0598c:RVBD_0599c	697806	697367	697366	695671	1696	selected	221.26	0.49
TU_386	697801	699802	2001	-	697907	699802	NS	non_leaderless	3	RVBD_0600c:RVBD_0601c:RVBD_0602c	699738	699458	699457	697816	1642	selected	16.66	0.09
TU_388	700180	701423	1243	+	700242	701192	NS	non_leaderless	1	RVBD_0604	700180	700511	700838	701192	355	selected	26.39	0.36
TU_389	701433	703225	1792	+	701409	703202	NS	non_leaderless	3	RVBD_0605:RVBD_0606:RVBD_0607	701433	701735	701908	703202	1295	selected	258.42	0.3
TU_390	703230	704312	1082	+	703247	704060	NS	non_leaderless	3	RVBD_0608:RVBD_0609:RVBD_0609A	703230	703547	703664	704060	397	selected	264.92	0.44
TU_391	704454	706347	1893	-	704755	706347	NS	non_leaderless	2	RVBD_0610c:RVBD_0611c	706246	705874	705873	704916	958	selected	391.2	0.04
TU_393	706942	709518	2576	-	706951	709518	NS	non_leaderless	1	RVBD_0613c	709524	709094	709093	706951	2143	selected	162.42	0.23
TU_394	709359	710329	970	+	709359	710351	NS	non_leaderless	1	RVBD_0614	709359	709609	709847	710329	483	selected	0.01	5.47
TU_397	710785	714188	3403	+	710785	713810	NS	leaderless_TSS	5	RVBD_0616A:RVBD_0617:RVBD_0618:RVBD_0619:RVBD_0620	710785	711130	711189	713810	2622	selected	237.49	0.07
TU_398	714193	716403	2210	+	714205	716320	NS	non_leaderless	2	RVBD_0621:RVBD_0622	714193	714413	714499	716384	1886	selected	66.83	0.22
TU_399	716413	717146	733	+	716413	717062	NS	leaderless_TSS	2	RVBD_0623:RVBD_0624	716413	716710	716809	717062	254	selected	165.66	0.23
TU_400	717072	717899	827	-	717156	717896	NS	leaderless_TSS	1	RVBD_0625c	717702	717400	717399	717156	244	selected	95.08	0.17
TU_401	718016	718754	738	+	718028	718692	NS	non_leaderless	2	RVBD_0626:RVBD_0627	718016	718266	718384	718692	309	selected	180.66	0.15
TU_402	718702	720017	1315	-	718764	719915	NS	leaderless_TSS	1	RVBD_0628c	720017	719626	719625	718764	862	selected	86.67	0.47
TU_403	720027	729281	9254	-	720008	729281	NS	leaderless_TSS	4	RVBD_0629c:RVBD_0630c:RVBD_0631c:RVBD_0632c	729281	728833	728832	721238	7595	selected	400.69	0.03
TU_404	729291	730166	875	-	729330	730169	NS	leaderless_TSS	1	RVBD_0633c	730166	729794	729793	729523	271	selected	106.86	0.64
TU_405	730176	731036	860	-	730323	731036	NS	leaderless_TSS	1	RVBD_0634c	731036	730722	730721	730323	399	selected	236.71	0.3
TU_406	731155	731923	768	+	731116	731882	ES	non_leaderless	4	RVBD_0634A:RVBD_6005:RVBD_6006:RVBD_0634B	731155	731499	731593	731882	290	selected	702.43	1.16
TU_407	731933	733363	1430	+	731933	733328	ES	leaderless_TSS	3	RVBD_0635:RVBD_0636:RVBD_0637	731933	732254	732336	733328	993	selected	810.02	0.61
TU_408	733368	736292	2924	+	733527	736227	ES	non_leaderless	5	RVBD_6007:RVBD_0638:RVBD_0639:RVBD_0640:RVBD_0641	733368	733548	733618	736227	2610	selected	2721.2	0.37
TU_409	736238	737259	1021	-	736301	737206	NS	non_leaderless	1	RVBD_0642c	737259	736812	736811	736301	511	selected	283.38	0.97
TU_410	737269	738193	924	-	737271	738152	NS	non_leaderless	1	RVBD_0643c	738193	737787	737786	737271	516	selected	233.79	0.67
TU_411	738188	739252	1064	-	738300	739163	NS	non_leaderless	1	RVBD_0644c	739252	738814	738813	738203	611	selected	242.22	0.62
TU_412	739262	742620	3358	-	739330	742620	ES	non_leaderless	3	RVBD_0645c:RVBD_0646c:RVBD_0647c	742500	742115	742114	739330	2785	selected	216.49	0.36
TU_413	742593	748058	5465	+	742722	747948	NS	non_leaderless	3	RVBD_0648:RVBD_0649:RVBD_0650	742593	742843	742967	747948	4982	selected	34.12	0.07
