sense_transcription_unit_start_site	sense_transcription_unit_end_site	sense_transcription_unit_direction	antisense_transcript_start_site	antisense_transcript_end_site	antisense_transcript_direction	antisense_transcript_end_location_information	antisense_transcript_length(WT_log)
831577	832423	+	831989	832405	-	end_in_gene	416
874555	876811	+	875165	875487	-	end_in_gene	322
902133	903722	+	903012	903379	-	end_in_gene	367
910910	913551	+	911952	912716	-	end_in_gene	764
941193	942672	+	941204	941664	-	end_coding_next_gene	460
978937	980499	+	979944	980222	-	end_in_gene	278
982728	985506	+	984431	984816	-	end_in_gene	385
987057	988733	+	987130	987421	-	end_coding_next_gene	291
999427	1000801	+	999723	1000406	-	end_in_gene	683
1023228	1024394	+	1023946	1024367	-	end_in_gene	421
1041268	1045193	+	1044282	1044508	-	end_in_gene	226
1061900	1064113	+	1062903	1063296	-	end_in_gene	393
1065082	1067555	+	1065265	1065978	-	end_in_gene	713
1065082	1067555	+	1066427	1066770	-	end_in_gene	343
1065082	1067555	+	1067169	1067540	-	end_in_gene	371
1067565	1069879	+	1067432	1068028	-	end_as_asRNA_for_next_TU	596
1067565	1069879	+	1068209	1068796	-	end_in_gene	587
1067565	1069879	+	1069290	1069740	-	end_in_gene	450
1069884	1073321	+	1072979	1073312	-	end_in_gene	333
1077958	1081769	+	1079645	1080021	-	end_in_gene	376
1090332	1093355	+	1092816	1093195	-	end_in_gene	379
1097365	1101019	+	1099229	1099617	-	end_in_gene	388
1110127	1112304	+	1110292	1110522	-	end_in_gene	230
1110127	1112304	+	1110534	1110989	-	end_in_gene	455
1112309	1113682	+	1113283	1113583	-	end_in_gene	300
1113865	1114733	+	1113603	1113869	-	end_as_asRNA_for_next_TU	266
1131487	1133325	+	1131696	1132450	-	end_in_gene	754
1138253	1142606	+	1140328	1140619	-	end_in_gene	291
1138253	1142606	+	1142141	1142605	-	end_in_gene	464
1151730	1156420	+	1155239	1155569	-	end_in_gene	330
1169428	1171033	+	1170159	1170666	-	end_in_gene	507
1177211	1178617	+	1178476	1178864	-	end_in_gene	388
1201722	1203267	+	1202936	1203254	-	end_in_gene	318
1220543	1221954	+	1221115	1221623	-	end_in_gene	508
1274160	1276295	+	1275559	1276161	-	end_in_gene	602
1286599	1287124	+	1286752	1287079	-	end_in_gene	327
1287129	1296136	+	1290024	1290632	-	end_in_gene	608
1287129	1296136	+	1292931	1293244	-	end_in_gene	313
1287129	1296136	+	1294596	1294984	-	end_in_gene	388
1296141	1298082	+	1296265	1296738	-	end_in_gene	473
1302860	1305664	+	1304263	1304573	-	end_in_gene	310
1308914	1310475	+	1308914	1309262	-	end_coding_next_gene	348
1321303	1324528	+	1321306	1321900	-	end_as_asRNA_for_next_TU	594
1330473	1333927	+	1333542	1333919	-	end_in_gene	377
1334945	1337244	+	1336312	1336639	-	end_in_gene	327
1338896	1340984	+	1340370	1340614	-	end_in_gene	244
1351752	1353153	+	1351998	1352209	-	end_in_gene	211
1365315	1367887	+	1366638	1367023	-	end_in_gene	385
1370926	1371768	+	1371208	1371501	-	end_in_gene	293
1376981	1380630	+	1378238	1378750	-	end_in_gene	512
1386816	1387794	+	1387109	1387553	-	end_in_gene	444
1437920	1440517	+	1437508	1437937	-	end_as_asRNA_for_next_TU	429
1446385	1453008	+	1446492	1447024	-	end_coding_next_gene	532
1459713	1468136	+	1459666	1460069	-	end_as_asRNA_for_next_TU	403
1459713	1468136	+	1464996	1465349	-	end_in_gene	353
1459713	1468136	+	1466682	1467025	-	end_in_gene	343
1494570	1497191	+	1495179	1495691	-	end_in_gene	512
1505974	1508180	+	1505963	1506364	-	end_as_asRNA_for_next_TU	401
1509193	1511969	+	1509322	1509789	-	end_in_gene	467
1512870	1517487	+	1514238	1514710	-	end_in_gene	472
1526618	1531344	+	1528634	1529165	-	end_in_gene	531
1531354	1532439	+	1531980	1532332	-	end_in_gene	352
1538396	1539168	+	1538396	1538883	-	end_coding_next_gene	487
1545738	1547068	+	1546646	1547055	-	end_in_gene	409
1552603	1561386	+	1560957	1561389	-	end_in_gene	432
1561411	1563880	+	1562114	1562784	-	end_in_gene	670
1565009	1568109	+	1564682	1565095	-	end_as_asRNA_for_next_TU	413
1565009	1568109	+	1566234	1566601	-	end_in_gene	367
1582172	1584504	+	1582336	1582780	-	end_in_gene	444
1589153	1590350	+	1588879	1589453	-	end_as_asRNA_for_next_TU	574
1593508	1597771	+	1593691	1594031	-	end_in_gene	340
1593508	1597771	+	1595388	1595990	-	end_in_gene	602
1599664	1601055	+	1600434	1600924	-	end_in_gene	490
1608056	1611404	+	1609769	1610068	-	end_in_gene	299
1613262	1616576	+	1613349	1614079	-	end_in_gene	730
1613262	1616576	+	1616452	1616780	-	end_in_gene	328
1638230	1639670	+	1638378	1638818	-	end_in_gene	440
1656930	1658948	+	1658284	1658660	-	end_in_gene	376
1659376	1659807	+	1658793	1659591	-	end_as_asRNA_for_next_TU	798
1669220	1672453	+	1670974	1671313	-	end_in_gene	339
1678558	1681124	+	1679933	1680468	-	end_in_gene	535
1690820	1692642	+	1691334	1691881	-	end_in_gene	547
1699814	1703022	+	1701281	1701608	-	end_in_gene	327
1699814	1703022	+	1702416	1703009	-	end_in_gene	593
1709545	1710707	+	1710208	1710690	-	end_in_gene	482
1732438	1733112	+	1732109	1732573	-	end_as_asRNA_for_next_TU	464
1733616	1735509	+	1734775	1735294	-	end_in_gene	519
1742250	1743774	+	1742885	1743278	-	end_in_gene	393
1747698	1751293	+	1748325	1748769	-	end_in_gene	444
1753516	1757401	+	1753611	1754113	-	end_coding_next_gene	502
1753516	1757401	+	1756665	1757019	-	end_in_gene	354
1761015	1761665	+	1761026	1761418	-	end_as_asRNA_for_next_TU	392
1761675	1762943	+	1761812	1762537	-	end_in_gene	725
1763434	1764766	+	1763246	1763633	-	end_as_asRNA_for_next_TU	387
1794715	1799070	+	1794824	1795169	-	end_in_gene	345
1794715	1799070	+	1796746	1797151	-	end_in_gene	405
1799572	1807295	+	1803801	1804410	-	end_in_gene	609
1809254	1810187	+	1809051	1809347	-	end_as_asRNA_for_next_TU	296
1814057	1816186	+	1814393	1814755	-	end_in_gene	362
1816196	1819960	+	1818106	1818477	-	end_in_gene	371
1828187	1828862	+	1828250	1828610	-	end_coding_next_gene	360
1830672	1833495	+	1831321	1831836	-	end_in_gene	515
1843707	1846713	+	1846122	1846445	-	end_in_gene	323
1856817	1857529	+	1856921	1857396	-	end_in_gene	475
1858600	1862344	+	1858018	1858636	-	end_as_asRNA_for_next_TU	618
1858600	1862344	+	1860248	1860658	-	end_in_gene	410
1887564	1891194	+	1890371	1890591	-	end_in_gene	220
1891199	1892267	+	1891666	1892180	-	end_in_gene	514
1901054	1906321	+	1904292	1904817	-	end_in_gene	525
1901054	1906321	+	1905899	1906304	-	end_in_gene	405
1907585	1910285	+	1909693	1910138	-	end_in_gene	445
1918487	1921539	+	1921101	1921488	-	end_in_gene	387
1921549	1923748	+	1922149	1922623	-	end_in_gene	474
1934806	1936408	+	1934895	1935260	-	end_in_gene	365
1938075	1945360	+	1939298	1939578	-	end_in_gene	280
1968973	1970986	+	1970612	1970958	-	end_in_gene	346
1972145	1973632	+	1972145	1972703	-	end_coding_next_gene	558
1972145	1973632	+	1973073	1973494	-	end_in_gene	421
2003893	2006562	+	2004466	2004857	-	end_in_gene	391
2017608	2023444	+	2018806	2019311	-	end_in_gene	505
2024781	2026744	+	2025961	2026252	-	end_in_gene	291
2026754	2028321	+	2027053	2027553	-	end_in_gene	500
2026754	2028321	+	2027933	2028222	-	end_in_gene	289
2030684	2035271	+	2030680	2031076	-	end_in_gene	396
2030684	2035271	+	2034055	2034432	-	end_in_gene	377
2049902	2052963	+	2051583	2052063	-	end_in_gene	480
2049902	2052963	+	2052137	2052506	-	end_in_gene	369
2056486	2057457	+	2056493	2057034	-	end_coding_next_gene	541
2057462	2061156	+	2059714	2059968	-	end_in_gene	254
2064806	2069077	+	2066867	2067331	-	end_in_gene	464
2069087	2071903	+	2069019	2069532	-	end_as_asRNA_for_next_TU	513
2073848	2074633	+	2074062	2074405	-	end_in_gene	343
2074813	2075606	+	2074483	2075238	-	end_as_asRNA_for_next_TU	755
2073848	2074633	+	2074399	2074788	-	end_in_gene	389
2075616	2078926	+	2075775	2076231	-	end_in_gene	456
2107330	2109059	+	2108504	2109091	-	end_in_gene	587
2115771	2117324	+	2116091	2116473	-	end_in_gene	382
2124212	2124976	+	2124662	2125126	-	end_in_gene	464
2127537	2130538	+	2127734	2128240	-	end_in_gene	506
2136135	2137516	+	2136740	2137095	-	end_in_gene	355
2142390	2143532	+	2142498	2142931	-	end_in_gene	433
2174072	2176547	+	2174907	2175212	-	end_in_gene	305
2174072	2176547	+	2175769	2176197	-	end_in_gene	428
2179680	2180447	+	2179854	2180292	-	end_coding_next_gene	438
2193624	2194641	+	2193620	2194030	-	end_as_asRNA_for_next_TU	410
2207622	2218822	+	2217324	2217795	-	end_in_gene	471
2220888	2221717	+	2221200	2221661	-	end_in_gene	461
2230019	2230897	+	2230194	2230610	-	end_in_gene	416
2238119	2238984	+	2238296	2238910	-	end_in_gene	614
2245217	2248561	+	2247611	2248191	-	end_in_gene	580
2252010	2256082	+	2252010	2252550	-	end_coding_next_gene	540
2259334	2261814	+	2261164	2261782	-	end_in_gene	618
2281302	2282745	+	2281337	2281757	-	end_in_gene	420
2320839	2321449	+	2321036	2321433	-	end_in_gene	397
2339451	2344331	+	2340598	2340899	-	end_in_gene	301
2344336	2346195	+	2345654	2346167	-	end_in_gene	513
2372638	2373832	+	2373134	2373531	-	end_in_gene	397
2381079	2382487	+	2381079	2381785	-	end_coding_next_gene	706
2448120	2449991	+	2448490	2448886	-	end_in_gene	396
2453827	2455629	+	2454123	2454715	-	end_in_gene	592
2456909	2461481	+	2456909	2457500	-	end_coding_next_gene	591
2456909	2461481	+	2460515	2460961	-	end_in_gene	446
2465005	2467051	+	2465434	2465815	-	end_in_gene	381
2465005	2467051	+	2466265	2466659	-	end_in_gene	394
2473288	2474862	+	2473579	2474058	-	end_in_gene	479
2485281	2486235	+	2485784	2486233	-	end_in_gene	449
2486240	2486992	+	2486508	2486772	-	end_in_gene	264
2487623	2489272	+	2487871	2488357	-	end_in_gene	486
2506286	2508432	+	2506927	2507346	-	end_in_gene	419
2512406	2516785	+	2513154	2513604	-	end_in_gene	450
2545295	2546488	+	2545258	2545596	-	end_as_asRNA_for_next_TU	338
2546893	2548953	+	2546893	2547098	-	end_coding_next_gene	205
2561486	2562557	+	2561827	2562302	-	end_in_gene	475
2568110	2569082	+	2568123	2568533	-	end_in_gene	410
2575819	2577851	+	2576229	2576741	-	end_in_gene	512
2588848	2591848	+	2590798	2591182	-	end_in_gene	384
2600692	2601914	+	2600152	2600733	-	end_as_asRNA_for_next_TU	581
2608536	2610622	+	2608585	2609209	-	end_coding_next_gene	624
2608536	2610622	+	2609298	2609688	-	end_in_gene	390
2641207	2642150	+	2641207	2641611	-	end_coding_next_gene	404
2675848	2678653	+	2677443	2678060	-	end_in_gene	617
2680344	2682015	+	2680422	2680809	-	end_in_gene	387
2684439	2687849	+	2686324	2686631	-	end_in_gene	307
2687859	2692171	+	2691597	2691856	-	end_in_gene	259
2726162	2727336	+	2726412	2726811	-	end_in_gene	399
2740684	2742123	+	2740745	2741330	-	end_coding_next_gene	585
2752272	2752848	+	2752468	2752760	-	end_in_gene	292
2759789	2760746	+	2759793	2760155	-	end_coding_next_gene	362
2760751	2762531	+	2760821	2761492	-	end_in_gene	671
2773178	2775283	+	2773568	2773971	-	end_in_gene	403
2835490	2837388	+	2836242	2836671	-	end_in_gene	429
2864437	2868585	+	2864967	2865268	-	end_in_gene	301
2864437	2868585	+	2866190	2866838	-	end_in_gene	648
2877877	2878571	+	2877961	2878289	-	end_in_gene	328
2882300	2884436	+	2882901	2883538	-	end_in_gene	637
2884441	2889794	+	2885060	2885322	-	end_in_gene	262
2889804	2892446	+	2891624	2891954	-	end_in_gene	330
2900928	2902509	+	2901229	2901783	-	end_in_gene	554
2906872	2907816	+	2907106	2907767	-	end_in_gene	661
2916335	2917798	+	2917159	2917796	-	end_in_gene	637
2934963	2936810	+	2935597	2936121	-	end_in_gene	524
2954890	2958909	+	2956579	2956892	-	end_in_gene	313
2954890	2958909	+	2957283	2957655	-	end_in_gene	372
2962966	2964330	+	2963891	2964328	-	end_in_gene	437
2969763	2973483	+	2972626	2973108	-	end_in_gene	482
2987710	2990706	+	2987802	2988488	-	end_in_gene	686
2987710	2990706	+	2989300	2989744	-	end_in_gene	444
3009266	3010697	+	3009355	3009768	-	end_in_gene	413
3025442	3027908	+	3027187	3027711	-	end_in_gene	524
3095138	3096959	+	3095138	3095570	-	end_coding_next_gene	432
3114792	3115285	+	3114531	3115065	-	end_as_asRNA_for_next_TU	534
3116149	3120566	+	3118397	3118848	-	end_in_gene	451
3150703	3151202	+	3150315	3150738	-	end_as_asRNA_for_next_TU	423
3164162	3166657	+	3164559	3164940	-	end_in_gene	381
3183860	3187671	+	3187083	3187411	-	end_in_gene	328
3193380	3194166	+	3193643	3194136	-	end_in_gene	493
3226373	3228254	+	3226398	3226834	-	end_in_gene	436
3243378	3258265	+	3244080	3244354	-	end_in_gene	274
3243378	3258265	+	3244973	3245406	-	end_in_gene	433
3258275	3267425	+	3261775	3262074	-	end_in_gene	299
3258275	3267425	+	3265150	3265849	-	end_in_gene	699
3267435	3276380	+	3272567	3272870	-	end_in_gene	303
3267435	3276380	+	3275626	3276343	-	end_in_gene	717
3283345	3287983	+	3283633	3284403	-	end_in_gene	770
3308678	3310645	+	3308860	3309202	-	end_in_gene	342
3308678	3310645	+	3310129	3310429	-	end_in_gene	300
3339885	3343176	+	3340037	3340479	-	end_in_gene	442
3366693	3367264	+	3366811	3367151	-	end_in_gene	340
3371825	3372545	+	3371962	3372503	-	end_in_gene	541
3375755	3376490	+	3375755	3376016	-	end_coding_next_gene	261
3389109	3393356	+	3390433	3390865	-	end_in_gene	432
3405132	3407315	+	3405894	3406260	-	end_in_gene	366
3419463	3421102	+	3420433	3420905	-	end_in_gene	472
3419463	3421102	+	3421413	3421642	-	end_in_gene	229
3425498	3429812	+	3426601	3426934	-	end_in_gene	333
3425498	3429812	+	3427540	3427854	-	end_in_gene	314
3430358	3431827	+	3430485	3430828	-	end_in_gene	343
3458166	3459103	+	3457855	3458525	-	end_as_asRNA_for_next_TU	670
3473921	3475365	+	3474913	3475202	-	end_in_gene	289
3477363	3482701	+	3478531	3478982	-	end_in_gene	451
3482706	3488092	+	3485931	3486332	-	end_in_gene	401
3482706	3488092	+	3486536	3486946	-	end_in_gene	410
3492132	3494962	+	3494157	3494613	-	end_in_gene	456
3503390	3505322	+	3504752	3505299	-	end_in_gene	547
3511586	3516511	+	3511586	3511877	-	end_coding_next_gene	291
3516521	3520940	+	3517763	3518153	-	end_in_gene	390
3520950	3527378	+	3524822	3525184	-	end_in_gene	362
3520950	3527378	+	3526401	3526803	-	end_in_gene	402
3564302	3566683	+	3564569	3564906	-	end_in_gene	337
3587605	3590680	+	3588431	3588800	-	end_in_gene	369
3594465	3595494	+	3594771	3595548	-	end_in_gene	777
3603374	3605738	+	3604852	3605246	-	end_in_gene	394
3611131	3611946	+	3611131	3611492	-	end_coding_next_gene	361
3647885	3649455	+	3647885	3648172	-	end_coding_next_gene	287
3649465	3650180	+	3649117	3649648	-	end_as_asRNA_for_next_TU	531
3647885	3649455	+	3649134	3649453	-	end_in_gene	319
3676063	3682097	+	3678776	3679183	-	end_in_gene	407
3694223	3696631	+	3695905	3696302	-	end_in_gene	397
3704155	3707803	+	3704390	3704998	-	end_in_gene	608
3711846	3713555	+	3712620	3713082	-	end_in_gene	462
3717289	3720098	+	3717880	3718383	-	end_in_gene	503
3800272	3804088	+	3802805	3803020	-	end_in_gene	215
3811899	3812671	+	3811917	3812404	-	end_coding_next_gene	487
3825510	3826443	+	3826069	3826412	-	end_in_gene	343
3857577	3858429	+	3857399	3858156	-	end_as_asRNA_for_next_TU	757
3874419	3876221	+	3873993	3874492	-	end_as_asRNA_for_next_TU	499
3882016	3885144	+	3881626	3882097	-	end_as_asRNA_for_next_TU	471
3882016	3885144	+	3884254	3885031	-	end_in_gene	777
3891009	3892540	+	3892110	3892534	-	end_in_gene	424
3894137	3899078	+	3894649	3894898	-	end_in_gene	249
3903184	3904791	+	3903184	3903474	-	end_coding_next_gene	290
3907816	3908241	+	3907877	3908245	-	end_in_gene	368
3924858	3926678	+	3924539	3924879	-	end_as_asRNA_for_next_TU	340
3931129	3936894	+	3930779	3931138	-	end_as_asRNA_for_next_TU	359
3931129	3936894	+	3932341	3932550	-	end_in_gene	209
3952678	3954494	+	3953684	3954063	-	end_in_gene	379
3955729	3956494	+	3955875	3956460	-	end_in_gene	585
3960209	3961969	+	3960950	3961549	-	end_in_gene	599
3989296	3994999	+	3992549	3992878	-	end_in_gene	329
3989296	3994999	+	3992959	3993356	-	end_in_gene	397
4001789	4007500	+	4002980	4003303	-	end_in_gene	323
4012574	4013647	+	4012574	4012782	-	end_coding_next_gene	208
4025962	4029137	+	4027655	4028175	-	end_in_gene	520
4058500	4060153	+	4058478	4059123	-	end_as_asRNA_for_next_TU	645
4082986	4084622	+	4083204	4083756	-	end_in_gene	552
4099825	4100844	+	4100490	4100847	-	end_in_gene	357
4122094	4124585	+	4122117	4122499	-	end_in_gene	382
4122094	4124585	+	4122636	4122991	-	end_in_gene	355
4130535	4136290	+	4131228	4131751	-	end_in_gene	523
4130535	4136290	+	4132986	4133552	-	end_in_gene	566
4162520	4165163	+	4164005	4164461	-	end_in_gene	456
4168523	4169615	+	4169006	4169297	-	end_in_gene	291
4170917	4174333	+	4171817	4172300	-	end_in_gene	483
4170917	4174333	+	4172516	4172863	-	end_in_gene	347
4174343	4178272	+	4177250	4177707	-	end_in_gene	457
4178277	4180848	+	4180256	4180766	-	end_in_gene	510
4181936	4183102	+	4182572	4182985	-	end_in_gene	413
4183112	4184180	+	4183412	4183796	-	end_in_gene	384
4200533	4201457	+	4200533	4200782	-	end_coding_next_gene	249
4209177	4209750	+	4209254	4209697	-	end_in_gene	443
4212305	4213164	+	4212494	4212854	-	end_in_gene	360
4219027	4221254	+	4220020	4220690	-	end_in_gene	670
4222881	4223867	+	4223110	4223507	-	end_in_gene	397
4227076	4228829	+	4227194	4227686	-	end_in_gene	492
4231455	4232542	+	4231950	4232274	-	end_in_gene	324
4235956	4243401	+	4241166	4241491	-	end_in_gene	325
4243411	4249218	+	4247967	4248582	-	end_in_gene	615
4275729	4278562	+	4276089	4276616	-	end_in_gene	527
4275729	4278562	+	4278169	4278561	-	end_in_gene	392
4282591	4284587	+	4283443	4283901	-	end_in_gene	458
4299990	4301731	+	4299990	4300488	-	end_coding_next_gene	498
4305935	4306404	+	4305935	4306362	-	end_coding_next_gene	427
4309224	4311177	+	4310036	4310562	-	end_in_gene	526
4320797	4321648	+	4320798	4321558	-	end_as_asRNA_for_next_TU	760
4321672	4322348	+	4321666	4322101	-	end_in_gene	435
4323626	4325197	+	4324084	4324402	-	end_in_gene	318
4341725	4342743	+	4342265	4342588	-	end_in_gene	323
4342753	4345207	+	4344108	4344395	-	end_in_gene	287
4345217	4350785	+	4346336	4346862	-	end_in_gene	526
4345217	4350785	+	4350354	4350774	-	end_in_gene	420
4352380	4356838	+	4356222	4356541	-	end_in_gene	319
4393627	4398511	+	4394117	4394447	-	end_in_gene	330
4393627	4398511	+	4396204	4396601	-	end_in_gene	397
4393627	4398511	+	4396621	4397334	-	end_in_gene	713
4401867	4403314	+	4402144	4402480	-	end_in_gene	336
4401867	4403314	+	4402432	4403025	-	end_in_gene	593
80621	83992	+	81470	81830	-	end_in_gene	360
1608056	1611404	+	1608580	1609139	-	end_in_gene	559
2337166	2338063	+	2337320	2337699	-	end_in_gene	379
2373842	2374459	+	2374031	2374352	-	end_in_gene	321
2550075	2551525	+	2550603	2551013	-	end_in_gene	410
2635638	2637136	+	2636171	2636576	-	end_in_gene	405
3551278	3554260	+	3551768	3552216	-	end_in_gene	448
3846777	3847812	+	3846881	3847346	-	end_in_gene	465
4130535	4136290	+	4132986	4133315	-	end_in_gene	329
41307	41994	+	41553	41905	-	end_in_gene	352
219427	219984	+	219299	219902	-	end_as_asRNA_for_next_TU	603
262812	266291	+	264243	264508	-	end_in_gene	265
383608	385163	+	384500	384870	-	end_in_gene	370
910910	913551	+	912220	912607	-	end_in_gene	387
1138253	1142606	+	1142137	1142434	-	end_in_gene	297
1342605	1344212	+	1343605	1344144	-	end_in_gene	539
1584514	1586206	+	1584115	1584546	-	end_as_asRNA_for_next_TU	431
1613262	1616576	+	1616472	1616859	-	end_in_gene	387
1709545	1710707	+	1709214	1709607	-	end_as_asRNA_for_next_TU	393
1858600	1862344	+	1861898	1862168	-	end_in_gene	270
1921549	1923748	+	1922345	1922745	-	end_in_gene	400
2056486	2057457	+	2056581	2057228	-	end_in_gene	647
2069087	2071903	+	2069955	2070414	-	end_in_gene	459
2226219	2227906	+	2227086	2227412	-	end_in_gene	326
2263398	2266419	+	2264309	2264674	-	end_in_gene	365
2580429	2581764	+	2581303	2581576	-	end_in_gene	273
2775293	2776316	+	2774903	2775589	-	end_as_asRNA_for_next_TU	686
3034739	3036131	+	3034108	3034763	-	end_as_asRNA_for_next_TU	655
3267435	3276380	+	3275597	3276283	-	end_in_gene	686
3357549	3359406	+	3358930	3359463	-	end_in_gene	533
3463967	3464534	+	3463967	3464472	-	end_coding_next_gene	505
3477363	3482701	+	3482252	3482686	-	end_in_gene	434
3653413	3656907	+	3656310	3656722	-	end_in_gene	412
3659875	3660638	+	3659914	3660140	-	end_in_gene	226
3770909	3772811	+	3772297	3772634	-	end_in_gene	337
4312921	4314244	+	4313680	4314355	-	end_in_gene	675
4398521	4400976	+	4399186	4399675	-	end_in_gene	489
12486	13123	+	12592	12887	-	end_in_gene	295
409311	414371	+	410414	410676	-	end_in_gene	262
1660483	1662637	+	1660501	1660743	-	end_in_gene	242
2366955	2368952	+	2368483	2368811	-	end_in_gene	328
2456909	2461481	+	2456934	2457406	-	end_in_gene	472
3017717	3019814	+	3018321	3018629	-	end_in_gene	308
3183860	3187671	+	3186206	3186532	-	end_in_gene	326
3958275	3960199	+	3959185	3959564	-	end_in_gene	379
4130535	4136290	+	4135598	4136232	-	end_in_gene	634
4235956	4243401	+	4236414	4236806	-	end_in_gene	392
608719	610120	+	608945	609334	-	end_in_gene	389
714193	716403	+	715650	715935	-	end_in_gene	285
800206	806232	+	802226	802573	-	end_in_gene	347
982728	985506	+	983973	984240	-	end_in_gene	267
1274160	1276295	+	1274196	1274524	-	end_in_gene	328
1287129	1296136	+	1290138	1290410	-	end_in_gene	272
1302860	1305664	+	1304771	1305093	-	end_in_gene	322
1437920	1440517	+	1437966	1438218	-	end_in_gene	252
1526618	1531344	+	1528645	1528869	-	end_in_gene	224
1531354	1532439	+	1531559	1531925	-	end_in_gene	366
1613262	1616576	+	1614799	1615114	-	end_in_gene	315
1678558	1681124	+	1680682	1681125	-	end_in_gene	443
1712314	1714168	+	1713169	1713736	-	end_in_gene	567
1745024	1747191	+	1745513	1745824	-	end_in_gene	311
1857539	1858595	+	1857994	1858292	-	end_in_gene	298
1865598	1871291	+	1867519	1867872	-	end_in_gene	353
3177547	3178288	+	3177920	3178343	-	end_in_gene	423
3488102	3490463	+	3488628	3489056	-	end_in_gene	428
4107970	4109951	+	4108442	4108779	-	end_in_gene	337
4219027	4221254	+	4220064	4220411	-	end_in_gene	347
4345217	4350785	+	4346454	4346773	-	end_in_gene	319
340998	341949	+	341581	342088	-	end_in_gene	507
642892	644393	+	643257	643581	-	end_in_gene	324
731933	733363	+	732336	732635	-	end_in_gene	299
832428	833879	+	832511	832839	-	end_in_gene	328
1333937	1334935	+	1334180	1334569	-	end_in_gene	389
1545738	1547068	+	1546678	1547024	-	end_in_gene	346
1690820	1692642	+	1691885	1692527	-	end_in_gene	642
1973642	1977325	+	1975073	1975467	-	end_in_gene	394
2048079	2049892	+	2048626	2049166	-	end_in_gene	540
2366955	2368952	+	2368010	2368433	-	end_in_gene	423
2568110	2569082	+	2567857	2568239	-	end_as_asRNA_for_next_TU	382
2608536	2610622	+	2608536	2608923	-	end_coding_next_gene	387
4082986	4084622	+	4082986	4083259	-	end_coding_next_gene	273
4228839	4231450	+	4230621	4231148	-	end_in_gene	527
4299990	4301731	+	4300943	4301364	-	end_in_gene	421
4401867	4403314	+	4402492	4402932	-	end_in_gene	440
3467409	3467994	+	3467962	3468331	-	end_in_gene	369
1935	3840	+	1402	1991	-	end_as_asRNA_for_next_TU	589
68417	72261	+	68322	68778	-	end_in_gene	456
80621	83992	+	81211	81435	-	end_in_gene	224
105321	117701	+	105416	105720	-	end_in_gene	304
105321	117701	+	108101	108466	-	end_in_gene	365
256064	257773	+	256808	257362	-	end_in_gene	554
295966	298106	+	297153	297825	-	end_in_gene	672
490786	495055	+	492673	493231	-	end_in_gene	558
612911	614319	+	613052	613447	-	end_in_gene	395
684413	685929	+	684850	685355	-	end_in_gene	505
809898	811226	+	810973	811177	-	end_in_gene	204
874555	876811	+	874388	874774	-	end_as_asRNA_for_next_TU	386
874555	876811	+	875721	876110	-	end_in_gene	389
948562	949429	+	948562	949004	-	end_coding_next_gene	442
1440527	1442769	+	1441285	1441646	-	end_in_gene	361
1446385	1453008	+	1447774	1448070	-	end_in_gene	296
1597781	1598889	+	1597812	1598055	-	end_in_gene	243
1608056	1611404	+	1608541	1609087	-	end_in_gene	546
1634993	1636000	+	1635257	1635547	-	end_in_gene	290
1658953	1659366	+	1658820	1659147	-	end_as_asRNA_for_next_TU	327
1690820	1692642	+	1691595	1692187	-	end_in_gene	592
1913608	1915486	+	1914963	1915196	-	end_in_gene	233
1923753	1927208	+	1925091	1925635	-	end_in_gene	544
2039121	2041737	+	2038800	2039130	-	end_as_asRNA_for_next_TU	330
2069087	2071903	+	2071303	2071882	-	end_in_gene	579
2124212	2124976	+	2124715	2125102	-	end_in_gene	387
2231034	2231655	+	2230991	2231441	-	end_as_asRNA_for_next_TU	450
2245217	2248561	+	2247593	2247842	-	end_in_gene	249
2456909	2461481	+	2456920	2457260	-	end_in_gene	340
2680344	2682015	+	2680431	2681034	-	end_in_gene	603
2881416	2882290	+	2881233	2881699	-	end_as_asRNA_for_next_TU	466
2884441	2889794	+	2884456	2884729	-	end_in_gene	273
3243378	3258265	+	3244074	3244701	-	end_in_gene	627
3283345	3287983	+	3283456	3283818	-	end_in_gene	362
3753559	3754454	+	3753646	3753919	-	end_in_gene	273
4070691	4071854	+	4070891	4071256	-	end_in_gene	365
4235956	4243401	+	4241970	4242251	-	end_in_gene	281
4401867	4403314	+	4402650	4403299	-	end_in_gene	649
79483	80232	+	79940	80506	-	end_in_gene	566
221817	223568	+	222435	222928	-	end_in_gene	493
261483	262802	+	262092	262482	-	end_in_gene	390
276025	277871	+	277006	277516	-	end_in_gene	510
342104	356852	+	344690	345149	-	end_in_gene	459
342104	356852	+	352675	353113	-	end_in_gene	438
468338	469584	+	469170	469567	-	end_in_gene	397
483833	489880	+	488798	489582	-	end_in_gene	784
505054	506554	+	505050	505581	-	end_as_asRNA_for_next_TU	531
518663	519593	+	518970	519580	-	end_in_gene	610
596658	599841	+	596754	597234	-	end_in_gene	480
653840	654917	+	654525	654918	-	end_in_gene	393
800206	806232	+	801845	802184	-	end_in_gene	339
806304	809893	+	806286	806739	-	end_as_asRNA_for_next_TU	453
835157	835648	+	835157	835634	-	end_coding_next_gene	477
895784	898790	+	896911	897248	-	end_in_gene	337
910910	913551	+	912079	912799	-	end_in_gene	720
1002767	1003529	+	1002933	1003384	-	end_in_gene	451
1065082	1067555	+	1066362	1066960	-	end_in_gene	598
1143703	1144504	+	1144132	1144490	-	end_in_gene	358
